"","Headline","article","location"
"287","Himachal Chief Minister Launches Unemployment Allowance Scheme","                             Fulfilling his election campaign promise to give doles to jobless youth ahead of the assembly elections, Himachal Pradesh Chief Minister Virbhadra Singh on Saturday distributed cheques for Rs. 1,000 each to 10 unemployed youth.","new delhi:"
"288","Allow Political Parties To Examine Coding Software Of EVM: Digvijaya To Election Commission","                             Senior Congress leader Digvijaya Singh today urged the Election Commission to allow political parties to examine the coding software of electronic voting machines (EVMs). His demand comes in the wake of the poll panel throwing an open challenge to hack its EVMs following a chorus by Opposition parties on alleged tampering of the machines in the recent state Assembly elections, especially in Uttar Pradesh where BJP staged a stunning victory.

Mr Singh said the Election Commission, instead of limiting its objections to EVM hacking, should also allow examination of its software at the stage of writing it from the server.

""EC limiting objections to EVMs. It must allow examination of possibility of software tampering at stage of writing it from server. There is a strong possibility of tampering coding at the stage of writing software i.e. EVMs can be pre-tampered. So no need for hacking...

""EC must devise a way of supervision by political parties of the coding software of EVMs, like it does at subsequent stages. Would they agree?"" the Congress leader tweeted.

The Election Commission had announced that from first week of May, experts, scientists and technocrats can try for a week or 10 days to hack the electronic voting machines.

Several opposition parties have demanded that voting in India should return to the old ballot papers system. The Supreme Court, meanwhile, asked the Election Commission and the Centre to explain the delay in switching to upgraded machines that provide a paper receipt (VVAPT), showing the ballot of each voter.","new delhi:"
"290","2 Top Madhya Pradesh Officers Shifted Over EVM Controversy"," HighlightsOrder came after video of EVM dispensing slips with BJP symbol surfaced
Election Commission has asked for panel of names to replace the officers
By-polls in Madhya Pradesh's Ater and Bandhavgarh will be held on April 9
                                Ahead of by-elections in two seats, two government officers in Madhya Pradesh have been transferred over the ongoing controversy regarding Electronic Voting Machines. The Election Commission has asked a panel of names to replace the District Magistrate and the Superintendent of Police of Bhind district.","new delhi:"
"291","Delhi By-Polls: AAP Faces Litmus, BJP Seeks Revival, Congress Survival","                             By-elections to the West Delhi's Rajouri Garden assembly seat over this weekend could be the trailer to the national capital's municipal elections this month that is seen as a litmus test for the Aam Aadmi Party which won an unprecedented 67 of the 70 seats in 2015 assembly elections.

It would also indicate if the high-pitch campaign by the BJP and the Congress, which were decimated in the state elections two years earlier, had been able to dent AAP's support base. The results for the by-elections will be declared on April 13, ten days before the capital votes for the three civic bodies.

Since 1993, Rajouri Garden had been electing a Congress candidate with the exception of the last two elections when it voted the BJP-Akali Dal combine candidate in 2013, and in 2015, when it gave the AAP a chance. Quite like the rest of Delhi.

AAP legislator Jarnail Singh had quit the seat after the party decided to field him in this week's Punjab assembly elections against the Akali Dal chief Parkash Singh Badal, necessitating the by-elections. Singh lost, but he isn't coming back to Delhi.

The party has come up with a new face - Harjeet Singh - for the election. The BJP-SAD combine has fielded veteran Manjinder Singh Sirsa, who had won the seat in 2013 but lost out by about 10,000 votes in 2015. He received about 44,000 votes.

The Congress, which ruled the city for 15 years at a stretch, is leaving no stone unturned to pull off a victory and register its presence in the 70-member Delhi Assembly.

The seat fell vacant early this year after AAP's Jarnail Singh quit as MLA to contest Punjab Assembly poll against SAD patron Parkash Singh Badal, only to lose and considerably dent AAP's chances of holding on to the seat.

While Delhi Chief Minister Arvind Kejriwal addressed one rally in the area, the Congress brought in newly elected Punjab CM Amarinder Singh to address the voters in constituency dominated by the Punjabi community. The two had several feuds in the run up to the Punjab polls where Amarinder, a Congress giant, trounced the Kejriwal-led AAP and relegated the BJP-SAD to the third position.

(With PTI Inputs)","new delhi:"
"294","PM Narendra Modi's Breakfast With Gujarat Lawmakers Including LK Advani"," HighlightsGujarat scheduled to vote by December
PM hosts breakfast for party MPs from Gujarat, Rajasthan
Yesterday, he met with Uttar Pradesh MPs
                                Today, it was the turn of the BJP's parliamentarians from Gujarat and Rajasthan to breakfast with Prime Minister Narendra Modi at his residence. The PM met with nearly 50 of them to discuss the election that's due in December in his home state of Gujarat.

Yesterday, MPs from Uttar Pradesh were hosted by the Prime Minister to celebrate the party's tremendous win in the politically-strategic state. They were also cautioned against seeking favours from the new Chief Minister, Yogi Adityanath. Mr Modi and BJP chief Amit Shah said Yogi Adityanath must be allowed to focus on turning around the law and order problems in UP, and that phoning him to influence the transfer of officials or to seek appointments for friends and family is strictly off-limits.

After the BJP's blazing victory in Uttar Pradesh, there have been reports that the government will seek to advance the election in Gujarat to benefit from the famous ""Modi Wave."" Chief Minister Vijay Rupani told NDTV last week that the party in Gujarat will be ""ready for early elections, if needed.""

The BJP, which has governed Gujarat uninterrupted for 19 years has announced ""Mission 150"" - winning at least 150 of the state's 182 assembly constituencies. The party currently has 123 seats.

Party veteran LK Advani, who represents Gandhinagar in Lok Sabha, attended PM Modi's breakfast as did Union minister Smriti Irani. BJP chief Amit Shah, who was also present, will travel to Gujarat at the end of the month.

Delhi Chief Minister Arvind Kejriwal has been campaigning for months for his Aam Admi Party (AAP) in the PM's home state, vowing to serve as the people's choice at a time when the BJP is facing anti-incumbency and the Congress is considered irrelevant and ineffectual as the main opposition party. However, AAP's inability to win Punjab in the elections that concluded this month will curb some of the momentum it was gaining in Gujarat, its leaders have ceded.","new delhi:"
"297","Donald Trump Calls PM Narendra Modi, Congratulates Him On Poll Wins","                             US President Donald Trump called Prime Minister Narendra Modi on Monday evening and congratulated him on the BJP's huge success in the recent state elections.

""The president spoke with Chancellor Merkel and the Indian Prime Minister today to congratulate them on their party's success in recent elections,"" White House spokesman Sean Spicer said on Monday.

The BJP rode a Modi super-wave to a massive victory in Uttar Pradesh earlier this month, winning 312 of the state's 403 seats. The BJP also swept neighbouring Uttarakhand and formed governments in Goa and Manipur, with no party getting a majority. The only setback the BJP saw was in Punjab, where the Congress won.

The elections in the five states had turned into a virtual referendum on PM Modi's popularity following his decision to demonetise Rs. 500 and Rs. 1,000 currency notes.

This is the second time Mr Trump has called PM Modi ever since his inauguration as President of the United States. The leaders of the world's two biggest democracies last spoke in January when President Trump called up PM Modi and discussed the security situation in South and Central Asia. India and the United States will ""stand shoulder to shoulder"" to fight global terrorism, the White House had said after that interaction.

The significance of US' partnership with India was reflected in the fact that President Trump called Prime Minister Modi before he spoke with important allies like Britain, Germany and Japan or major powers like China and Russia since formally taking office.

During that call, President Trump had emphasised that the United States ""considers India a true friend and partner in addressing challenges around the world,"" according to a White House readout of the call.

Both the leaders invited each other to their respective capitals and indicated that they had a warm exchange which included a commitment to ""standing shoulder to shoulder"" against terrorism and improving economic cooperation.","new delhi:"
"299","For Delhi Civic Polls, It Will Be Campaigner Yogi Adityanath Versus Arvind Kejriwal","                             Yogi Adityanath's stock is high as a star campaigner after the BJP's massive win in the Uttar Pradesh assembly elections. The UP Chief Minister, already pencilled in to campaign for the party in the crucial Gujarat assembly elections later this year, will also be seen in Delhi, where he headlines a power-packed star cast of campaigners for the municipal elections month.

The BJP, having dominated the Municipal Corporation of Delhi or MCD for years, is taking no chances; it has been challenged this time by Arvind Kejriwal's Aam Aadmi Party, which has focused all its attention on winning the civic election after faring poorly in assembly elections in Punjab and Goa.

Apart from Yogi Adityanath, who took oath last week as UP chief minister, four other BJP chief ministers and 14 central ministers feature in the BJP's list of star campaigners for the Delhi civic poll. The party's core team for the election has four union ministers - Nirmala Sitharaman, Jitendra Singh, Sanjeev Balyan and Vijay Goel.

To stave off any anti-incumbency sentiment, the BJP has said it will field new faces for all the 272 seats in the civic bodies - North, South and East Delhi Municipal Corporations, together the MCD. No sitting councillors or their family members will be fielded, the party has decided. On Monday, party chief Amit Shah held two separate meetings with union ministers, members of Parliament and the party's Delhi leaders to discuss strategy.

The Aam Aadmi Party, having failed to spread its influence it other states, is now attempting to extend its success in the Delhi assembly elections, two years ago, to the ward-level in the capital. The BJP, trounced in that election, will mark AAP candidate for candidate in the MCD polls, and Amit Shah has ordered that only residents of a certain ward must be fielded there.

The party heads into the Delhi local elections with a string of successes in municipal polls behind it, most recently in Maharashtra and Odisha.

Polling for the 272 wards of the MCD will be held on April 23.","new delhi:"
"300","Yogi Adityanath To Campaign For BJP In Gujarat Elections","                             The Gujarat state assembly elections will have one more star campaigner in newly-anointed Uttar Pradesh Chief Minister Yogi Adityanath to canvass for the ruling BJP, which is seeking a sixth re-election to power in a row since 1995.

Confirming that Yogi Adityanath will campaign in Gujarat, state BJP president Jitu Vaghani said, ""All chief ministers of our party across the country have been invited to campaign and Yogi ji will also be there.""

State party spokesperson Bharat Pandya added that the Uttar Pradesh Chief Minister campaigning in Gujarat would help the party immensely.

He said, ""Yogi ji's work as Chief Minister is being discussed and appreciated not just at the national level but even at the international level. So, his coming to Gujarat for campaigning will definitely help the BJP.""

Mr Pandya said Uttar Pradesh is the largest state in the country in terms of population and developments there have massive impact in all other states.

The BJP spokesperson, however, was quick to add that there was no replacement of Modi. ""Ever since Narendra Modi became Prime Minister, it has been a matter of pride for people in Gujarat and for us...Modi wave itself is enough,"" Mr Pandya said.

The opposition Congress asserted that the BJP was trying to play its old game of communal polarisation by calling Yogi Adityanath to canvass. Party spokesperson Himanshu Patel said it would not help the BJP this time around.

""People are fed up of the BJP rule and all issues like atrocities against Dalits, women, Patels, farmers and contract employees of the government will go against it,"" he said.","new delhi:"
"301","Prashant Kishor To Decide On Joining Congress Within 15 Days: Sources"," HighlightsPrashant Kishor handled Congress election strategy for UP, Punjab
Credited by Captain Amarinder Singh for Punjab win
He's talking to team about joining Congress, say sources
                                Five days ago, a poster at the Congress office in Lucknow called out Prashant Kishor, sarcastically offering five lakhs for any information on the election strategist's coordinates. The poster was brought down hurriedly on the orders of senior leaders, the partyman responsible for it was suspended for six years, and on Tuesday, the Congress gushed on Twitter about Mr Kishor, offering some belated TLC to the 40-year-old while crediting him with a big role in the party's victory in Punjab.

Through the inquest of the Congress' debacle in Uttar Pradesh - one of three states that he managed - Mr Kishor has not commented on either his own or the party's missteps, or what relationship they will have in the future. This morning, sources close to him said that over the next two weeks, Mr Kishor will consult with top members of his team - the data-crunching, election start-up called I-PAC or the Indian Political Action Committee - to explore whether any future association with the Congress should be as ""an insider"" - a member of the party, as opposed to an adjunct position, however senior.

However, top aides at I-PAC said later in the day - after NDTV reported the story - that ""even speculation of him joining the Congress is completely premature.""
","new delhi:"
"303","Shame On You, Says Digvijaya Singh, To Manohar Parrikar's Thank You Dig"," HighlightsDigvijaya Singh alleges BJP indulged in buying of lawmakers in Goa
In Rajya Sabha, Manohar Parrikar takes a dig at Congress for losing Goa
BJP got fewer seats than Congress but has formed government with allies
                                Congress's Digvijaya Singh today hit out at Goa Chief Minister Manohar Parrikar who, on Friday, took a dig at him by thanking Mr Singh for failing to install a Congress government in the state despite winning the most seats in the assembly elections

Mr Singh, who alleged that the BJP indulged in buying of lawmakers in the state, tweeted this morning, ""If he (Manohar Parrikar) has to thank anyone it is Nitin Gadkari who did aggressive MLA Shopping on 12th March early morning from Hotel in Goa.""

Demanding apology from the BJP, Mr Singh said, ""Shame on you Mr Parrikar and your hunger for power. You have cheated the People of Goa. Apologise to them.""

Digvijaya Singh also alleged that the Goa Governor Mridula Sinha ""robbed the mandate of people"".

Mr Parrikar, who resigned as the country's Defence Minister to return to his home state earlier this month, visited the Rajya Sabha on Friday during Zero Hour to thank the members of the House.

While thanking the members of the House he took a dig at Digvijaya Singh, who was the leader in-charge of Goa during assembly elections. ""My special thanks to honourable member Digvijaya Singh, who happened to be in Goa but did nothing so that I could form the government.""

In election results announced earlier this month, no party won a majority in Goa. The BJP, which won fewer seats than the Congress, quickly gathered the support of regional parties and staked claim to form government. The Congress and its senior leader in-charge of the state Digvijaya Singh could only watch helplessly as Mr Parrikar resigned at the centre and took oath as Chief Minister, winning a vote of confidence the same weekend.

Many state Congress leaders have blamed Digvijaya Singh for the party failing to form government in Goa.Digvijaya Singh has alleged that Goa Governor Mridula Sinha should not have invited the BJP to form government without consulting the Congress as single largest party in Goa, and had moved a motion in the Rajya Sabha to discuss her conduct. It has not been taken up yet.

Manohar Parrikar had resigned as Goa Chief Minister in 2014 to come to the centre as Defence Minister and a Rajya Sabha MP. Since he did not contest this year's Goa polls, he will now have to be elected from an assembly seat in the state within six months.","new delhi:"
"308","Mayawati Dares BJP To Hold Polls Using Ballot Papers","                             ""If your conscience is so clear, why not call for elections (again) using paper ballot,"". That was ","new delhi:"
"310","How To Watch PM Narendra Modi's 'Mann Ki Baat'","                             Prime Minister Narendra Modi will address the nation through his monthly radio programme 'Mann Ki Baat' on March 26. The last edition of the programme came with amid assembly elections in Uttar Pradesh, where elections were being held in seven phases. PM Modi spoke on a variety of issues ranging from the ISRO's historic record-breaking launch of 104 satellites on a single rocket, the successful ballistic missile interceptor, the need and importance of science, agronomy among others. He also spoke about the promotion and popularity of digital transactions. The edition to be aired on Sunday will be the 30th installment of the radio programme.

Q: How can I watch live broadcast of Mann ki Baat 2017?

Ans: The 'Mann ki baat' will be streamed live on NDTV.com.

Q: What are the timings of the Mann ki baat 2017 radio programme?

Ans: The radio programme will be aired at 11:00 am on March 26.

Q: What subject did PM Modi focus in his last programme?

Ans: The prime minister had dedicated the last episode of his radio programme to the promotion and popularity of digital transactions. He spoke on a variety of issues ranging from the ISRO's historic record-breaking launch of 104 satellites on a single rocket, the successful ballistic missile interceptor, the need and importance of science, agronomy among others.","new delhi:"
"312","'Why Should I Resign? I Delivered,' Digvijaya Singh After Sabotage Charge"," HighlightsDigvijaya criticised for Congress failing to form Goa government
Take responsibility but I think have done the right thing: Digvijaya
BJP formed Goa government despite winning fewer seats than Congress
                                After a strong rebuttal to his critics within the party, Congress general secretary in-charge of Goa Digvijaya Singh on Friday told NDTV that there was no reason for him to resign for the party's inability to form the government in Goa when he had delivered on his mandate.

""I have delivered the result...Why should I resign?"" Mr Singh told NDTV when asked if he too -like party leaders have been offering to do in other states - would take responsibility for the Congress' failure to get the numbers to form the government in the state under his charge.

The senior Congress leader counted the Aam Aadmi Party's failure to get a single seat and a sharp decline in the BJP's tally from 22 in 2012 elections to 13 seats his achievement. ""We are the single largest party,"" he said.

The Congress won 17 of Goa's 40 assembly seats, just four short of the majority mark. But the BJP, which had just 13 lawmakers moved quickly to tie-up with smaller parties and staked claim to form government, getting an invitation to do so from Governor Mridula Sinha. The Congress says the governor should have first consulted it as the largest party on whether it had the numbers to form government. It has called the invite ""a murder of democracy"" and threatened to move a motion against the Governor in the Rajya Sabha, where the NDA is in a minority.

Mr Singh made it clear that he wasn't fighting shy of taking responsibility for everything that happened in Goa but this didn't mean he was wrong.

""I take full responsibility but I think I have done the right thing and I stand by it others... I am not quitting,"" he said.

In a series of tweets earlier in the day, the senior Congress leader had gone public with how the party could have formed the government if his strategy to ally with the Vijay Sardesai-led Goa Forward Party before elections had been implemented. But the move was ""sabotaged"", he said, a reference that opposition from some state leaders to this tie-up. If he had had his way, Mr Singh suggested, the Congress - and not the BJP - would have formed the government.

Mr Singh had also outlined his success in improving the party's tally, something that he believes sets him apart from other leaders heading states where Congress suffered heavy losses.

Uttar Pradesh Congress chief Raj Babbar had offered to step down after the party's dismal performance in the assembly election; the Congress won just seven of the 105 seats contested in UP. In Odisha, the general secretary in-charge of BK Hariprasad made the offer after the Congress ended up with just 60 of the 850 seats in last month's panchayat polls.","new delhi:"
"313","Demonisation, Not Demonetisation That Won In The Assembly Polls: Kapil Sibal","                             Targeting the BJP government at the Centre, senior Congress leader and former Union Minister Kapil Sibal on Monday said that it is ""demonisation"" and not demonetisation that succeeded (in the recent state assembly elections).

""Don't think demonetisation has succeeded. It is demonisation that has succeeded,"" Mr Sibal said during a discussion on the Finance Bill 2017 in the Rajya Sabha.

Mr Sibal's remarks came immediately after he accused Finance Minister Arun Jaitley of unjustifiably shaming the common people by saying that they evade income tax.

""The Finance Minister in his budget speech made a very passionate appeal and in fact told the people of this country that all of them are dishonest, because they don't pay taxes. He said that out of 125 crore people in this country, only 3.17 crore pay taxes,"" Mr Sibal said.

""But if you calculate, sir, there are just three crore people in this country who are able to pay taxes. And you are telling people that they are dishonest as they don't pay taxes and that's why you are unleashing this terror regime,"" he added.

Prime Minister Narendra Modi had announced demonetisation of Rs. 500 and Rs. 1,000 notes on November 8 last year, just months ahead of the assembly elections in five states, including Uttar Pradesh, where the BJP has got a thumping majority.

PM Modi had called it a step towards the fight against black money. The BJP also included issues such as Ram temple in Ayodhya, triple talaq and closure of slaughterhouses in its poll pitch.

Taking strong exception to certain amendments moved by the government in the Finance Bill, Mr Sibal said that these provisions seek to give a push to crony capitalism, weaken the federal structure of the country, allow the government to snoop on citizens and instill fear in the business community.

The Congress leader said that the Bill removes the cap on corporate funding to a political party and the new provisions do not require the donor to disclose who it donated to.

""The Bill seeks to amend Section 13A of the Income Tax Act, which requires a company to disclose any donation above Rs. 20,000. The cap of maximum donation of 7.5 per cent of the net profit of a company has also been removed. Now, not even the shareholders would know to which party the money went,"" Mr Sibal argued.

Speaking on Aadhar, he said it was meant only for streamlining the public distribution system, but the present government wants to use it for snooping on the personal lives of citizens.

He said that linking everything to Aadhar entails the risk of all the personal details of an individual being hacked by hackers, apart from the government watching every activity of citizens.

He also objected to the ""unbridled powers"" given to taxmen through an amendment, by which tax officials are not required to give any reason for searching and making seizures, not even to the appellate tribunal.","new delhi:"
"314","MCD Elections 2017: AAP Gives Tickets To Those Who Helped Arvind Kejriwal In Hour Of Need","                             The Aam Aadmi Party has offered a ticket to contest elections to two people who had helped Arvind Kejriwal during his hour of need. They had offered accommodation to Mr Kejriwal while he struggled to make a foray into the political arena. AAP today, returned the favour by giving them tickets to contest the upcoming municipal or MCD elections, and the assembly by-poll.

62-year-old Naren Jain had offered Mr Kejriwal his house when he had resigned after his first stint as Delhi Chief Minister and was looking for a place where he could stay and host party volunteers. Though Mr Kejriwal could not move into Mr Jain's home due to legal reasons, the AAP today gave him a ticket to contest the MCD elections from Chandni Chowk ward, North Delhi Municipal Corporation.

The other man who helped Mr Kejriwal was 57-year-old Harjeet Singh, who had given his 41, Hanuman Road bungalow to the Aam Aadmi Party during its initial days. Mr Kejriwal took up Mr Singh's offer. In fact, the central Delhi address was used by Mr Kejriwal to file his nomination paper as a Delhi resident during the 2013 Assembly election. Mr Kejriwal is otherwise a resident of Ghaziabad, where he was residing in the government quarters allotted to his wife, formerly with the Income Tax department, at Kaushmabi.

To return the favour, the party has now given Mr Singh a ticket to contest the Rajouri Garden Assembly by-election, where polling will take place on April 9. The seat fell vacant after Jarnail Singh resigned as an Aam Aadmi Party MLA to contest the recent Punjab Assembly polls.

An ardent Kejriwal supporter, Mr Singh is believed to have charged nothing from AAP for using his bungalow. The party office was later shifted to East Patel Nagar. After his resignation as Delhi Chief Minister during his first tenure, Mr Kejriwal had stayed put in his official residence at Tilak Lane. While he planned to vacate the residence, he scouted for an accommodation which could serve not only as a home but also a place where party leaders and volunteers could be hosted. He then zeroed down on 4-B Flagstaff Road, a quiet lane on Alipur Road in north Delhi's Civil Lines area, belonging to Mr Jain, son of former Congress MP from Chandni Chowk Bhiku Ram Jain.

The plan, however, ran into trouble after Mr Jain's elder brother claimed it to be a disputed property and threatened to approach the court. Mr Kejriwal then decided against moving into the accommodation. Now Mr Kejriwal's official residence and the 4-B Flagstaff Road bungalow are separated by just one bungalow. ""I had offered my home to Mr Kejriwal but the Congress played mischief. My intentions behind giving my house to Mr Kejriwal were very noble that could not materialise,"" Mr Jain said.","new delhi:"
"316","Political Parties Spent Rs. 5,500 Crore On Uttar Pradesh Poll Campaign: Study","                             The Uttar Pradesh elections saw a total of over Rs. 5,500 crore spent on campaign by various parties, including about Rs. 1,000 crore towards 'note for vote', with nearly one-third voters admitting to cash or liquor offer, a survey claimed. According to the CMS pre-post poll study, more than Rs. 5,500 crore were spent by major political parties in the just-concluded assembly election in Uttar Pradesh (UP) alone.

The Election Commission of India allows Rs. 25 lakh per candidate for campaign expenditure, but it is best known secret that most candidates spend much more than what is officially allowed and what candidates declare after the poll. Campaign activities include a range of conventional and non-conventional activities. Print and electronic material, including wide screen projections, video vans and the like put together itself in this election was put at Rs. 600-900 crore. ""Every vote cast in UP involved a cost of about Rs. 750, which is highest in the country,"" the survey noted.

In the assembly elections, nearly Rs. 200 crore in Uttar Pradesh and over Rs. 100 crore in Punjab were confiscated, the report said, adding that what gets to electoral campaign pipeline is 4-5 times more than what gets confiscated by authorities.""Going by that trend, in 2017, Rs. 1,000 crore were estimated to be distributed among voters,"" it said.

The survey further noted that around 55 per cent voters sampled in Uttar Pradesh knew personally someone or the other in the neighbourhood who had actually taken money for vote in this or earlier assembly polls.

Surprisingly, the study noted that demonetisation has significantly hiked poll expenditure. ""In some constituencies where the fight was tight, the cash involved ranged between Rs. 500 and Rs. 2,000 depending on the number of voters and influencing the role of a voter,"" it said.

Two-thirds of voters found that candidates spent a lot more than ever before. Some of the campaign methods adopted in the Uttar Pradesh assembly elections include door-to-door, rallies, yatras, social media, advertising through television, newspapers and multi-screen projections, motor cycle rallies, langar and celebrity shows.","new delhi:"
"317","Astrologers Must Not Predict Results Ahead Of Voting, Says Poll Commission","                             The ban on surveys predicting election results in the 48-hour period before voting begins will, from now, extend to astrologers, the Election Commission said today. Currently, opinion polls and surveys are also banned from predicting the prospects of various parties before voting, so it does not influence voters.

But today, in a statement, the powerful election body said the prediction of results in ""any form or manner by way of predictions etc. by astrologers, tarot readers, political analysts or by any persons during the prohibited period is a violation"" of the ban that is aimed at making sure voters are not influenced.

There should be no attempts ""merely to score brownie points against competitors for commercial reasons,"" the Election Commission added.

In the absence of opinion polls ahead of the recent round of assembly elections in five states, astrologers and tarot card readers also featured in television debates. Invited to make their predictions, some of them had presented diverse scenarios.

One group of astrologers forecast that the Samajwadi Party-Congress alliance would win comfortably in Uttar Pradesh, while others predicted a massive BJP victory. Each side claimed the most accurate results, citing ""authentic analysis of birth charts and horoscopes"".

Pramod Gautam, the chairman of Vedic Sutram, was quoted by IANS as saying that Prime Minister Narendra Modi is ""clearly the winner as his stars continue to be favourable"" and this would favour the BJP. After predicting three BJP wins in the past, Mr Gautam had proved to be correct for the fourth time.

Even fortune-telling parrots have got into the act, with reports talking of one that predicted a Congress victory.","new delhi:"
"320","MCD Elections: In Another Big Poll Promise, Arvind Kejriwal Says Will Abolish Residential House Tax","                             Delhi Chief Minister Arvind Kejriwal has said the Aam Aadmi Party (AAP) will abolish the residential house tax and waive-off arrears if voted to power in the capital's civic bodies. His words resonated promises of cutting electricity and water bills","new delhi:"
"322","BSP Chief Mayawati To Move Court This Week Against EVM 'Tampering' In UP Polls","                             The Bahujan Samaj Party (BSP) will move court in the next two-three days against the alleged tampering of Electronic Voting Machines (EVMs) during the Uttar Pradesh Assembly elections, its chief Mayawati today said. She charged that ""the BJP won elections by rigging electronic voting machines"".

Ms Mayawati had said that a 'black day' will be observed every month against what she termed the ""murder of democracy"" by the BJP.

""We will approach court over the issue in the next two-three days,"" the BSP supremo told reporters in the Parliament premises. Earlier, the Election Commission of India (ECI) had rejected Mayawati's claim that the voting machines were rigged and said her demand for a re-poll using ballot papers was legally untenable.

The BSP, which had 80 legislators in the outgoing UP Assembly, managed to win just 19 seats in the 403-member House. Driven by the Modi wave, the BJP, along with its ally, had stormed to power in UP after 14 years, securing 325 seats, while the Samajwadi Party had won 47 seats and its ally the Congress seven seats.

The former Chief Minister of UP had alleged large-scale tampering in the EVMs soon after results were announced on March 11.The Samajwadi Party and the Congress had also supported Mayawati's allegations.The BJP had ridiculed Ms Mayawati's allegations of EVM tampering and asked her to ""gracefully accept the people's mandate"".

Delhi Chief Minister Arvind Kejriwal too had claimed that EVMs were tampered with in Punjab to keep the Aam Aadmi Party out of power.","new delhi:"
"324","UP Election Results 2017 - Akhilesh Yadav's Unforced Errors Will Impact His Clout vs Father Mulayam"," HighlightsAkhilesh Yadav and Congress alliance no match for PM Modi
Father Mulayam had warned against partnering with Rahul Gandhi
Congress in Uttar Pradesh headed for less than 10 seats
                                It turns out that Akhilesh Yadav's big decisions in his attempt to stretch his political legs and stride away from his father have backfired spectacularly. The 44-year-old Chief Minister today earned the distinction of being vanquished in the BJP's biggest ever result in India's most important state. Of 403 seats, the BJP, led by Prime Minister Narendra Modi, is placed to win 325. Akhilesh Yadav, on the other hand, had accrued 47, with his junior partner, the Congress, proving party pooper by adding just another seven.

""I guess the new government will provide better expressways, maybe people didn't like the freeways we built, and now a bullet train will be brought for UP,"" said Akhilesh Yadav in a press conference at his residence, appearing relaxed but not abjuring sarcasm. Mayawati, who was relegated to third place, has alleged that the voting machines in UP were rigged, raising feedback of the sore loser variety. ""If a complaint has been raised, the government should look into it. I will also study this,"" he said.

He is not short of material to scrutinize. Whether entwining with the Congress was an unforced error is arguable. Akhilesh Yadav said recently that the alliance was formed when he was operating from a position of weakness, trapped in a long and public fight with his father, Mulayam Singh, for control of the Samajwadi Party. Mulayam Singh, 77, was categorical that a collaboration with any party, including the Congress, was unacceptable. Akhilesh Yadav felt differently. At a time when his party was riven by his family feud, he felt that the Congress would help consolidate the crucial Muslim vote, which accounts for 18 per cent of the population and serve as a beta blocker for the momentum generated by PM Modi. ","new delhi:"
"328","Punjab Election Results 2017: Happy Birthday, Amarinder Singh. Congress Set For Comeback"," HighlightsCongress set to make a comeback in Punjab after 10 years
Amarinder Singh winning in stronghold Patiala, trailing in Lambi
He had announced that if he lost, it would be his last electionCaptain Amarinder Singh could not have hoped for a better 75th birthday. His party, the Congress, is making a comeback in Punjab after 10 years and he is expected to return as Chief Minister.

The Congress is set to win a huge majority in Punjab. The Aam Aadmi Party (AAP) of Arvind Kejriwal, which had been tipped by many as the winner, is a poor second and the ruling Akali-BJP is last.

""Arvind Kejriwal is a summer storm, he came and he's gone,"" Amarinder Singh quipped about the man who had repeatedly challenged him during the campaign.

As for his party's victory, Amarinder Singh graciously credited Sonia Gandhi, who did not campaign at all, and Rahul Gandhi, who reserved much of his energies for Uttar Pradesh.

Popular as ""Captain"" among his supporters, Mr Singh had declared that this is his last election.

He said his first priority would be to fight drugs; Punjab's drug problem was depicted in the acclaimed movie ""Udta Punjab"" recently.

""The people of Punjab have given us a big mandate. I have vowed to finish drugs within four weeks,"" the Captain said.

He was non-committal on having the flamboyant cricketer-turned-politician Navjot Singh Sidhu as his deputy.

""That will be decided by the Congress Vice President Rahul Gandhi. All ministers will be decided by the party leadership,"" he said.

The Captain has not shared the warmest of ties with Mr Sidhu, who joined the Congress in January amid speculation that he was angling for the Chief Minister's post.

Mr Singh contested two seats. He has won his traditional stronghold of Patiala, but in Lambi, where he challenged Chief Minister Prakash Singh Badal, he is trailing.","new delhi:"
"330","Punjab Election Results 2017: List Of Winning Candidates","                             The Congress in Punjab, led by Captain Amarinder Singh, is set to return to power after a gap of a decade, decimating on its way the ruling Akalis and dashing the hopes of newbie Aam Aadmi Party (AAP).

Congress' candidates have won or are leading in 76 seats in the 117-member Punjab Assembly. Prominent among them is Navjot Singh Sidhu, who quit the BJP to join the Congress before the elections and contested from Amritsar East. He credited his victory to Congress vice-president Rahul Gandhi.

The Arvind Kejriwal-led AAP, which many expected to win the state, managed to bag just 23 seats, but scored better than the Shiromani Akali Dal (SAD)-Bharatiya Janata Party (BJP) alliance, which has won only 18 seats.

Akali Dal president Sukhbir Singh Badal has won the Jalalabad assembly seat with a margin of 18,500 votes defeating AAP's Punjab poster boy Bhagwant Mann.

Congress' Amarinder Singh, who will be Chief Minister, won the Patiala seat - his home turf - defeating AAP's Balbir Singh by a massive 52,407 votes. But he lost, Lambi, the other seat he contested to outgoing chief minister Parkash Singh Badal.

The other big winner from the Congress is Badal family rebel Manpreet Singh Badal from Bathinda Urban, bagging 63,942 votes.

Punjab Election Results 2017: Winning Candidates
","new delhi:"
