"","Headline","article","location"
"167","AAP government sitting on plan to revive Yamuna, says Uma Bharti","NEW DELHI: Union water resources minister Uma Bharti accused Delhi's Aam Aadmi Party government of delaying the ""good plan"" that the centre had on reviving the Yamuna. Addressing a BJP campaign meeting at Chandni Chowk on Wednesday, Bharti also took on AAP for questioning the credibility of voting machines.
  

  

  ""We prepared a good plan for the Yamuna river's revival with the help of experts from the University of Virginia. We gave it to the Delhi government to evaluate,"" Bharti said. ""But they are sitting on it. DJB officials don't have the expertise to assess the project.""
  

  

  However, the slow pace of work related to water resources development, Bharti said, had taught her to be patient, and she quipped, ""I am known as a firebrand leader, but working in this ministry has turned me into a water-brand leader.""
  

  United Bag Fast Trip Grey and Black Casual Backpack UBK344ShopcluesLady loses kgs in 1 week with  odd one trickManorama BlogRecommended By Colombia

  The minister took a dig at Delhi chief minister Arvind Kejriwal for his allegation about the tampering of voting machines. ""The election commission has given an open challenge, so why doesn't he go and prove his charge?"" she said. It is not the EVMs that are tampered, she continued, it is the people who have had a change of heart.
  

  

  Unfazed by the Supreme Court's decision to reinstate criminal conspiracy charges against her and other BJP leaders in the Babri Masjid case, Bharti told the small crowd, ""Where was the conspiracy... everything happened in the open. We don't believe we did anything wrong.""
  

  

  Praising PM Narendra Modi for ""instilling confidence in the people of India"" and starting schemes like Jan Dhan that benefited a lot of people, Bharti criticised Congress for leaving the country in a mess with its ""poor policy decisions"".
  

  

  ""We are having a hard time fixing things because the damage caused by Congress is huge. People ask me how long will it take finish the projects we have announced and I request them to give us at least a tenth of the time Congress got,"" said Bharti.","delhi-mcd"
"169","Delhi Congress women's wing chief Barkha Shukla Singh quits post, blames Rahul and Maken","NEW DELHI: In another jolt to the Congress ahead of the
  municipal poll+
  , its women wing chief Barkha Shukla Singh resigned from her post on Thursday.
  United Bag UTB022 TTone Long Pkt Expandable Travel BagShopcluesInvest here today to become rich tomorrowFundsIndiaRecommended By Colombia

  

  Slamming the party's vice president Rahul Gandhi, Shukla said that under their leadership, women have been used only to gather votes and nothing has been done for their empowerment.
  

  

  ""With utmost regret I have to say that the Congress Party, under the leadership of Mr Rahul Gandhi and Mr Ajay Maken, have only used the issue of empowerment of women and women security to gather votes and it means nothing to them,"" she said.
  

  

  She alleged that workers in their party misbehaved with her, but nothing was done by the party leaders.
  

  

  ""Ajay Maken, Rahul Gandhi's nominee in the party, misbehaved, not only with me but also with several office-bearers of Delhi Mahila Congress, and when the same was brought to the notice of Mr Rahul Gandhi, our plea fell on deaf ears,"" she said.","delhi-mcd"
"170","MCD polls: AAP’s poster push to sweep civic elections","NEW DELHI: With its focus on sanitation, Aam Aadmi Party (AAP) is using an old photograph of chief minister Arvind Kejriwal sweeping a street in hoardings and posters put at several places in the city.
  Earton WomenGirl Tan Sports Running ShoesShopcluesWondering if you need term insurance?MAX LIFE INSURANCERecommended By Colombia

  

  The party has instructed its MLAs to campaign in every ward. Kejriwal himself has been holding two public meetings every day — in Patel Nagar and Moti Nagar on Sunday. The hoardings and posters, which carry the picture of Kejriwal from the time when AAP was given the 'broom' symbol, were seen in Punjabi Bagh, Kalindi Kunj, Mayur Vihar, Akshardham flyover, along the NH-24 and many other places.
  

  

  AAP's Delhi convener Dilip Kumar Pandey said, ""Garbage is all over the roads and dhalaos are overflowing. One of the main responsibilities of the corporations is to keep Delhi clean...but BJP did not do its duty and has turned the city into a garbage bin.""
  

  

  AAP's chief poll plank is cleanliness. Party members have been going around the city telling people that they will deliver and transform the sanitation system if voted to power, just like they delivered on their promises of free water and electricity at half rate. They claimed that the results of the Rajouri Garden poll will not reflect on the party's performance in the civic polls, adding that the people of Delhi are disappointed with BJP. They also said that the Rajouri Garden voters were upset with them because MLA Jarnail Singh had quit to contest the assembly election in Punjab.
  

  

  The party workers have been asked to connect with voters in all the wards and monitor booth management. They have also been asked to organise more events to woo voters.","delhi-mcd"
"171","Barkha Shukla Singh quits Congress post, slams Rahul Gandhi, Ajay Maken","NEW DELHI: Two days after Arvinder Singh Lovely left Congress for BJP, the party's women wing chief in the city, Barkha Shukla Singh, has taken a dig at both vice-president Rahul Gandhi and its Delhi unit chief, Ajay Maken, while resigning from the post.
  

  United Bag UTB022 TTone Long Pkt Expandable Travel BagShopcluesLady loses kgs in 1 week with  odd one trickManorama BlogRecommended By Colombia

  Under the leadership of Rahul and Maken, she alleged on Thursday, the party has only used the issue of empowerment of women and their security to gather votes but it means nothing to them. ""Maken, Rahul Gandhi's nominee in the party, misbehaved, not only with me but also with several other office-bearers of Delhi Mahila Congress. The same was brought to the notice of Rahul Gandhi, but our plea fell on deaf ears.""
  

  

  Terming the party hypocrite, she said while the party expected women Congress workers to protest against BJP's Vinay Katiyar for making absurd remarks about Priyanka Gandhi, ""we were told by Alankar Sawai in his office that we should take up the matter (of misbehaviour) with Maken himself"".
  

  

  Congress is suffering under the ineffective leadership of Rahul, who is ""mentally unfit"" to run the party, said Singh. ""Why is he hiding? Why is he scared of meeting his own party members? Several senior leaders have quit the party because of his reluctance to address issues within the organisation. He is only interested in meeting sycophants."" It is because of this attitude of both Rahul and Maken that ""five district and 75 block presidents have resigned"", she claimed.
  

  

  However, she made it clear that she would remain a ""loyal soldier"" of Congress. ""But in the current organisation where I myself feel unsafe, how will I empower women in it? That's why I am resigning from the post,"" she said.","delhi-mcd"
"172","AAP didn’t keep promises: Vijender Gupta","NEW DELHI: Leader of opposition Vijender Gupta on Monday picked holes in the main theme of AAP's municipal poll campaign, Jo Kaha So Kiya. On the basis of information sought through RTI from the AAP-led Delhi government, the BJP leader claimed that it had failed to keep 14 major promises — Jan Lokpal, WiFi, CCTV in buses and public places, corruption among others — made during the 2015 assembly elections.
  

  

  The Kejriwal government has accepted its total failure, Gupta said, in implementing the 70-point action plan. ""Directorate of Vigilance took general measures to reduce corruption. Jan Lokpal Bill had procedural lapses which were not corrected."" No unauthorised colony has been regularised since January 1, 2015, though lakhs were wooed with that carrot during the elections, said Gupta.
  Earton WomenGirl Tan Sports Running ShoesShopcluesWondering if you need term insurance?MAX LIFE INSURANCERecommended By Colombia

  

  The government has done nothing for higher education as well and only Rs 1.5 crore out of the annual Rs 10-crore funds has been spent in the past two years, he claimed. ""Even the sites for new colleges have not been decided. Neither any fund has been earmarked nor any administrative sanction has been given."" It has also failed to regularise 17,000 guest teachers and fill up 13,000 posts in its schools, he claimed.
  

  

  Only seven CCTV cameras for Rs 29,000 have been installed in Delhi against the estimated requirement of 1 lakh cameras in public places. ""Not a single camera has been installed in any housing society, college or market,"" Gupta said, adding that 100 out of 4,200 buses have got CCTVs. The government has also admitted that it is still in the process of taking approvals to set up WiFi facilities.
  

  

  On health front, only two primary health centres have been opened against the promised 900. Although AAP showcases mohalla clinics as a ""success"" story, Gupta said, ""There is no action plan for providing health cards.""
  

  

  AAP's Delhi convener, Dilip Pandey, termed Gupta's allegations as an extension of mudslinging ahead of the elections. ""The allegations have been made by a person whose party is running corporations that are neck-deep in corruption,"" he said, adding that Gupta's wife, a councillor, has been asked by Central Information Commission to explain why ineligible applicants were recommended for pension.","delhi-mcd"
"173","JD(U) supporters 'receive threats' from workers of rivals parties","NEW DELHI: Three days before municipal elections, JD(U) on Thursday wrote to Election Commission and Delhi police commissioner after supporters and party sympathizers allegedly ""received threats from rival parties"" on Sunday.
  4-year-old needs an urgent Heart TransplantMilaapHome Is Where Your Story Begins. Insure Both!Bajaj Allianz Home InsuranceRecommended By Colombia

  

  JD(U) general secretary and Delhi in-charge Sanjay Jha said, ""Supporters have complained to us in private that they are being intimidated by volunteers and leaders of rivals parties.""
  

  

  He claimed that supporters, mostly Poorvanchali, are being asked not to vote for JD(U). In the letter to the poll panel and police, JD(U) has made a request to ensure ""fair and fear-less"" elections by taking appropriate measures against intimidation of Purvanchalis. Jha termed this act ""suffocation of democracy.""
  Top CommentJDU itself is a criminal gang from Bihar and what are they doing in Delhi. They should be beaten on the Streets of DelhiJohn Cole

  

  Purvanchalis in Delhi have been a formidable force and have played critical role in city's social, political, economic and cultural lives. The migrants from Bihar and eastern Uttar Pradesh have enriched the socio-political and economic landscape of Delhi.
  

  

  Slowly, they have grown politically significant and all parties are chasing their votes. JD(U) is hard selling it's Bihar model among them for votes. JD(U) has fielded 101 candidates in the civic polls.","delhi-mcd"
"174","Metro services to begin from 4am on MCD polling day","NEW DELHI: The metro train services in Delhi will commence from 4am on April 23 in view of the municipal polls, the DMRC on Thursday said.
  

  

  Elections to the three civic bodies are due on Sunday and the Delhi State Election Commission is gearing up for the electoral exercise.
  

  

  ""On the day of the MCD elections, the Delhi Metro train services will start from 4:00 AM so that the staff deployed in election duty can avail the facility.
  

  

  ""The trains will run with a frequency of 30 minutes on all the lines till 06:00 AM. After 6:00 AM, metro trains will run as per the normal timetable throughout the day on all lines,"" a senior DMRC official said.
  Forget 4%, now earn 7%* on your savingsFundsIndiaEnjoy the best of comedy with Biswa Mast Aadmi online!Amazon Prime VideoRecommended By Colombia

  

  The Delhi Metro Rail Corporation (DMRC) currently operates through various corridors -- Yellow, Blue, Violet, Red, Green, Orange Lines -- spanning across the length and breadth of the national capital and few neighbouring cities.
  

  

  The Commission which has come up with special campaigns to raise awareness among voters has also displayed advertisements inside and out of metro premises.
  

  

  Over 1.1 lakh voters in this polls are eligible to exercise their franchise for the first time.
  

  

  The total number of electorate for the civic polls stands at 1,32,10,206 which include 73,15,915 men, 58,93,418 women and 793 voters in the other category.","delhi-mcd"
"175","If EVMs aren’t tampered with, AAP will get over 200 seats in civic polls, says Kejriwal","Faced with a determined BJP and a resurgent Congress, chief minister Arvind Kejriwal tells TOI that only AAP can rid the corporations of corruption, raises questions over use of EVMs and impartiality of election commissioners and accuses LG Anil Baijal of unfair leaks.
  

  

  Q: The use of EVMs has become a big issue and you have even sought postponement of the civic polls so that VVPAT could be used. Do you seriously think the corporation elections will be rigged?
  

  

  A: There are just three or four countries in the world that use EVMs for national level elections. The rest of the world uses ballot papers. Germany used EVMs and then moved back to ballot papers. US switched to EVMs for two years and then went back to ballot papers. The experience of most of the world has been that the hardware and software can be easily tampered with. So, it is wrong to say that the EVMs are tamper-proof. They ask how is it possible to influence such a huge administrative machinery involved in the election process. Two companies make EVMs. They are ECIL and BEL. These two in turn import chips from two companies - Renesas, which is Japanese, and Microchips Technologies which is based in US. They say the code is put in the chips by BEL. They put the software in the chip, seal it and send it. They claim that neither can it be seen, nor read. We asked that when the chip comes here, do you check what software has been put by the companies. To this, in an RTI reply to different people, ECI has said that this software cannot be checked as it is masked. All that is needed is to introduce a small bug in these machines...
  

  

  Q: Why are you raising doubts over EVMs now?
  

  

  A: In the past four months, many developments have put a question mark over the reliability of EVMs. In Pune, an independent candidate got zero votes and he wondered where did his own vote and those of his family go. An investigation is needed. In Bhind it happened before so many journalists. There, whichever button was being pressed, the machine was voting for BJP. That is not malfunctioning, that is programming the machine in a manner that it will vote only for BJP. Something did happen to that machine. Was the motherboard changed? Was the chip changed? What happened? Two days later, ECI said the machine was fine. How? Next, questions were raised on 18 EVMs in Dhaulpur where on pressing the button, the vote was going to BJP. This means that the software of many machines has already been changed.
  

  

  Q: Do you still stand by your accusation that EC is acting like Dhritarashtra who wants Duryodhana or BJP to win?
  

  

  A: The reason for saying that is the fact that it is EC's responsibility to instill confidence in the minds of the people of this country about the election process being fair. So, whenever a question is raised on EVMs, EC should get an investigation done and put the findings in public domain. What they are doing instead is saying that they have found the machines to be fine.
  

  

  Q: You are questioning the impartiality of ECI. In this backdrop, what do you think is going to be the outcome in the office-of-profit case? Are you apprehensive that the EC will rule against AAP?
  

  

  A: There is a big question mark over EC. One of the election commissioners, A K Joti, was chief secretary of Gujarat under Modiji. After retirement, he was made chairman of Kandla Port Trust. So, he has worked with the Prime Minister for many years. The second election commissioner has come from Madhya Pradesh and has been very close to Shivraj Singh Chauhan. So, independence of both these election commissioners is under question. The only independent person is Syed Nasim Ahmad Zaidi, who is retiring in two months.
  

  

  Q: Now that you are sending all files for approval to the LG, has decision-making become easy or are there projects still on hold?
  

  

  A: All files are being sent to LG and everything is on hold. There are a lot of things that are not moving. For instance, there was a project for making 10 elevated corridors. That file is pending with the LG's office for one year. Similarly, we had said that we would redesign 10 roads on a pilot basis to end bottlenecks. The file for the architect's appointment is pending with the LG's office. Everything is going there and getting stuck. I now meet the LG regularly, every Wednesday, and seek approval for these files. He says he is studying it, looking at it
  

  

  Q: Your interaction with LG Anil Baijal has been very different from your dealings with Najeeb Jung. You have not publicly taken him on.
  

  

  A: We have no personal enmity with anyone. With this LG, the first three months were very well and we were able to explain our point of view over two-three meetings. But, just before these elections, the way the LG's office started attacking us was not healthy. The files relating to Rs 97 crore spent on advertisements and Ram Jethmalani's fee were leaked to the media. The issue of a Rs 15,000 thali was also leaked though nothing had been paid. So, it appears that the LG's office is an active party in this election. We are not countering all this aggressively because we don't want to make any enemies. To be able to work for people, we are prepared to bend as much as we need to. If we fight, it will be only for the rights and welfare of people.
  

  

  Q: You have promised to do away with house tax on residential properties if your party wins. Aren't you resorting to the politics of subsidies?
  

  

  A: The money belongs to people and all I am doing is returning your money to you. Should you be happy or angry? I repeat that there is no dearth of money in government, it is all about intention. I can streamline the house tax system but if my assessment shows that it is not required, then why not do away with it for residential properties? We reduced VAT from 12% to 5%. South Delhi Municipal Corporation's total budget is Rs 3300 crore; the house tax component is only Rs 300 crore. This is not very significant but people face a lot of harassment in paying the tax. There is so much corruption in MCD. A CAG report shows that Rs 1960 crore worth of pension was given to dead people over 10 years. The corporations also have 40,000 ghost employees on their payrolls. There are illegal hoardings, illegal parking. If all this is taken care of, so much money will be saved. We are saying that we will clean Delhi and make the city shine in one year. Cleaning Delhi is not rocket science. You need to float an international global tender. There are so many companies that work on sanitation in European countries. They can be hired to get your city cleaned. The corporations waste so much money on lifting and disposing of garbage.
  

  

  Q: You are talking of corruption in MCD but your campaign has not adequately focused on all that BJP has not done?
  

  

  A: When the MCD campaign started, these people started leaking files to the media on a daily basis through the LG's office and shifted the entire focus on us. Because of this, MCD could not be discussed much. Now our focus is only on one thing -- that if you want to clean Delhi, if you want to remove garbage and mosquitoes from Delhi, only AAP can do it. We are saying that in Delhi government, we practically have four major departments -- water, power, education and health. In all these sectors, we have delivered and now we are saying we will make a difference in sanitation.
  

  
    

    Q: The recent CVC report must have given you a lot of satisfaction. Considering the fact that ACB was not in your control, how was this achieved?
  
  

  

  A: Corruption has gone down as a result of technology and computerization. In departments like transport, human interaction has been reduced in a big way by doing away with manual processes. At the SDM office earlier, people would take a token and wait as the processes were manual, but now everything is online. One, technology is very important for reducing human interaction for dealing with corruption. Second is deterrence which is where Anti-Corruption Branch has a big role, but that was taken away from our government. Technology also brings transparency. The maximum effect of all this is visible in the departments of transport, revenue and health. For instance, EWS admissions and all processes in mohalla clinics and polyclinics have been made online. Theft of medicines is almost impossible now.
  

  

  Q: You are no longer attacking Narendra Modi.
  

  

  A: We have always done issue-based politics. We supported Swachh Bharat Mission and the yoga initiative but opposed demonetization because we think that was wrong.
  

  

  Q: Congress appears to be stronger than in 2015. Does that worry you?
  

  

  A: We are not worried. Our surveys show Congress is a distant third.
  

  

  Q: What about the AAP debacle in Rajouri Garden. Booth-wise results there show a shift in voters from AAP?
  

  

  A: There was a lot of anger among people over our decision to move out Jarnail Singh to fight the polls in Punjab. We sensed the anger a fortnight before the poll. Our door-to-door survey teams gave us the feedback.
  

  

  Q: Jarnail Singh has said that deep and honest introspection is required. He was referring to choice of candidates?
  

  

  A: Whenever a candidate is given a ticket, four people are denied. We are very clear that we will not compromise on four Cs -- communalism, corruption, crime and character. If anyone has any complaint on these grounds, they can come and object but things like this one was better and that one could have won are points of analysis. The party's PAC does that assessment.
  Enjoy the best of comedy with Biswa Mast Aadmi online!Amazon Prime VideoBest performing mutual funds to invest inFundsIndiaRecommended By Colombia

  

  Q: Will these polls be a referendum on your government?
  

  

  A: We say compare the two years of Aam Aadmi Party government in Delhi and 10 years of BJP in the municipal corporations. We want to ask if BJP has done one good thing in 10 years that people remember. Woh badmaash hain, woh nikkame hain, woh bhrashtachari hain, so don't vote for them. See our performance in Delhi for over two years and vote for us. I feel that if the polls are fair and EVMs are not tampered with, then AAP will get more than 200 seats. I would appeal to people to come and vote in large numbers so that the eight to nine per cent shift they may try to do through EVMs will get compensated by way of high voting.
  

  

  Q: Is there some restlessness among senior functionaries of your party? Do you feel a sense of crisis?
  

  

  A: There is nothing like that. I feel overall the crisis before the country is more serious. This game over EVMs that they have started. If this is way they will win elections, there will be no meaning left in the electoral process and democracy. The other big concern is the way violence is happening in society...not just physical violence....the atmosphere of fear that is taking shape is dangerous. If you write or speak anything contrary to the views of the government, then first you will be attacked with abusive language on social media, on phone or through sms. Then fake cases will be slapped, income tax will be unleashed on you...this atmosphere of fear is very dangerous.","delhi-mcd"
"177","Delhi: Strike call by union of app-based cabbies fails","NEW DELHI: The call for strike on Tuesday by a union of Ola and Uber drivers failed to disrupt app-based cab services in Delhi NCR, as commuters could book taxis with ease through the day. Unlike the February strike, which had hit commuters hard for 13 days, most of Ola and Uber drivers chose not to participate in Tuesday's strike called by the Sarvodaya Drivers' Association of Delhi. The union claims to represent 1.25 lakh app-based taxis.
  

  

  During the evening and morning peak hours, cabs were easily available on both Ola and Uber apps. However, the companies resorted to surge pricing on some routes. The drivers' union has given a 10-day ultimatum to the Delhi government to act on their demands, failing which they will go on an indefinite strike. ""This time, it will have a major impact on the operation of app-based taxis,"" said Ravi Rathore, vice-president of the union.
  

  

  Although the strike had no impact, Rathore claimed around 50% of the cabs went off roads in NCR. ""Around 50% of app-based cabs did not ply in Delhi NCR. We held a protest outside the CM's office,"" he added. The drivers have been demanding an increase in fares from the existing Rs 6 per km to Rs 20 per km. They are also demanding abolition of 25% commission that the drivers are charged by cab aggregators. The drivers also want the government to allow them to ply their taxis on the fares prescribed by the Delhi transport department.
  

  

  Earlier in the day, around 50 drivers took out a march from Majnu-ka-Tila to chief minister Arvind Kejriwal's residence with their vehicles in north Delhi's Civil Lines where they burnt his effigy. After the protest, some representatives of the union submitted a memorandum of their demands to the office at the CM's residence.","delhi-mcd"
"179","‘Rs 2,000 crore for slums, Rs 1,000 for girls in civic schools’","NEW DELHI: Congress has decided to release its manifesto in three parts. The first part was released on Monday by DPCC president Ajay Maken; the other two would come in the next two days.
  

  

  During the 2012 municipal polls, Congress had released three different manifestos for the three corporations area-wise; this time, though, the manifesto is issue-based. ""The BJP-ruled corporations have done nothing in the past 10 years. In fact, they have managed to achieve only six of the 44 points in their 2012 manifesto. AAP, on the other hand, only makes false promises and offers everything for free. We are focusing on existing issues and have provided solutions to make the three corporations self-reliant,"" Maken said.
  This fruit will help you lose 30kg in 2 monthHealthreport24Grow your business. Reach targeted audienceCOLOMBIARecommended By Colombia

  

  Maken said Congress would keep a fund of Rs 2,000 crore separately for development of unauthorised colonies, resettlement colonies and slum clusters. A separate department would be formed for poverty alleviation, which would deal with the overall development of safai karamcharis, domestic workers, construction workers, autorickshaw drivers, rickshaw-pullers and other labourers, he said.
  

  

  ""Within six months we will regularise all the contractual employees and make the three corporations self-reliant by increasing collection from property tax, toll tax, parking and outdoor advertising departments. We will issue licences to five lakh street vendors at Rs 1,000 per month which will bring us another Rs 600 crore annually, and we will provide permanent vending spaces for the vendors,"" said Maken.
  

  

  Congress said it would install composting plants and work towards decentralisation of waste management. It would also give Rs 1,000 per girl child for enrolling in corporation schools, which would be paid to her when she passes Class XII.
  

  

  Maken also slammed BJP for not acknowledging the pathetic condition of civic schools.","delhi-mcd"
"180","Rather be a traitor by joining BJP than a burden like Sheila Dikshit: Arvinder Singh Lovely","NEW DELHI: A day after he quit Congress to join BJP, Arvinder Singh Lovely hit out at former Delhi chief minister Sheila Dikshit, dubbing her a ""burden"" on the party. He also blamed the leadership, especially at the state level, for the ""mess"" in the party.
  

  

  Lovely was reacting to some Congress functionaries calling him an ""opportunist"" — Dikshit had on Tuesday said that the former DPCC chief had betrayed the party.
  

  

  Explaining his decision to join BJP, Lovely said he had two options: either become a burden like Dikshit, or be called a ""traitor"" by joining a party that is fighting for the cause of soldiers. ""I would rather be called a traitor by joining BJP than be a burden on Congress like Sheila Dikshit,"" he said. ""I respect Sheilaji, but I'm calling her a burden as she has no say in the party. She was not consulted during ticket distribution. She is neither a part of the manifesto and campaign committees nor is she being called to campaign. Why is she in Congress then?"" he said.
  

  

  He said Congress' reluctance to pitch a Sikh chief ministerial face even in a state like Punjab had disappointed the community.
  

  

  ""For the Sikh community in the city and the country, there can't be a better platform than BJP. I appeal to the community, especially in Delhi, to vote for BJP,"" said Lovely.
  

  

  Following in Lovely's footsteps, several of his supporters joined BJP on Wednesday. These included senior functionaries such as Sukhbir Sharma, Vinod Jain (a Congress rebel who is contesting as an independent from Shastri Park), S K Puri, Parminder Singh, Pankaj Kochar, Rahul Mathur and Sandeep Singh.
  

  

  Hinting at growing discontent in Congress, Lovely said: ""I had never thought in my dreams that I will join BJP. But all Congress leaders are thinking about (leaving the party). We (Amit Malik and I) have shown courage ... don't know when the rest will do the same.""
  

  Zeven MenS White Cricket Velcro Shoes ZFFW131M3ACShopcluesWhy term insurance is important for you?MAX LIFE INSURANCERecommended By Colombia

  Addressing a press conference at Delhi BJP headquarters, he slammed Delhi Congress chief Ajay Maken for his love for ""comfort"" and for not focusing on unauthorised colonies and slums. ""The Delhi BJP chief sleeps in slums whereas he (Maken) campaigns in Lodhi Garden, so that he can go home quickly. The Congress I had joined worked for poor people. The party needs to review its policy,"" said Lovely.
  

  

  Asked to comment on Maken breaking down during a TV interview while talking about Lovely's decision to quit the party, he said, ""When I was crying, he didn't come to hear me out. A person cries when he has done something wrong. I'm laughing, as I'm happy.""
  

  

  He said it was Prime Minister Narendra Modi and BJP chief's policies and leadership quality that prompted him to join BJP. He said a lot of Congress members appreciated the policies and decisions taken by Modi government. ""We used to appreciate the good decisions taken by Modi government, though behind closed doors,"" he said.
  

  

  He appreciated BJP's decision to field fresh faces in the municipal elections.","delhi-mcd"
"181","MCD polls: Dry days in Delhi from tomorrow evening","NEW DELHI: In view of the MCD elections on April 23, the Delhi government on Thursday ordered that dry days will be observed in the national capital from tomorrow evening till the polling day.

According to the order issued by the Delhi Excise Department, all liquor shops, bars will remain closed from 5.30 PM on April 21 to 5.30 PM on April 23.Travel Makes You Richer. Get Travel Insured!Bajaj Allianz Travel InsuranceAarohi Designer Gold Plated Australian Diamond Jewellery ComShopcluesRecommended By Colombia

Clubs serving liquor will also comply with the order.

A Dry day will also be observed on April 26 when the counting is scheduled to take place.

""In pursuance of the provision of Rule 52 of the Delhi Excise Rules, 2010, it is hereby ordered that dry days shall be observed from 5.30 PM on April 21 to 23 till 5.30 PM on account of elections to municipal corporations,"" the order stated.

Elections to Delhi's three civic bodies - North, South and East Municipal Corporations will be held on April 23.","delhi-mcd"
"182","MCD polls: Up close and personal with ‘netas’","NEW DELHI: Civic polls are fast approaching and amid the cacophony of allegations and tall promises, Delhiites might be finding it hard to choose from a plethora of candidates wanting to represent their ward. Residents of south Delhi's East of Kailash, though, got a better opportunity to know their candidates and their views on a host of issues.
  

  

  On Sunday evening, in a 'meet your candidate' programme, organised by United Residents Joint Action of Delhi (URJA), three candidates — Indu Sharma (Congress), Devender Tanwar (AAP) and Rajpal (BJP) participated in a debate.
  Benefits from home refinancing.TomorrowMakersInvest here today to become rich tomorrowFundsIndiaRecommended By Colombia

  

  A set of questions was given to the candidates in five rounds, revolving around five issues — local problems; views on constitution of residents ward committee; their perspective and promises in the manifesto; the pollution crisis; and corruption in the civic apparatus. Each candidate was given two minutes. There was strict enforcement of rules and the microphone had to be muted many times, eliciting a protest from supporters.
  

  

  While the AAP candidate focused on sanitation and non-functioning streetlights, Sharma from Congress spoke about lack of parking space as the main issue. BJP candidate Rajpal said the real problem was lack of intent, leading to a situation in which spots like Okhla mandi have become a nightmare. While all three candidates supported creation of a resident ward committee through which citizens can monitor projects happening in the city, the AAP candidate reminded people that the Mohalla Sabha Bill, which would have created 40 mohalla sabhas in Kalkaji, was a better solution and was shot down by the LG.
  

  

  A common feature in western democracies, such town hall debates and meetings have failed here because of rowdy supporters and lack of cooperation from candidates. However, the gathering of 200-250 residents in Ramesh Gupta Park proved that such events can be carried out successfully.
  

  

  Retired wing commander and URJA convener, J S Chaddha, said, ""It is very important for voters to be informed about their candidates. We had apprehensions that candidates might back out or things might go haywire but in the end, we were able to organise it successfully with the help of people. URJA has a presence in many wards and we will try to organise more such debates"". Chaddha was also the moderator for the debate.","delhi-mcd"
"183","Rs 5,000 crore package for Centre's pensioners after MCD polls","NEW DELHI: The government is set to clear a Rs 5,000 crore package for pensioners after Sunday's municipal elections in the capital to address their concerns related to the award of the 7th pay commission for central government employees and seniors.
  Malhotra Plastic Stack A Pot For Floor (Set Of 7)ShopcluesWondering if you need term insurance?MAX LIFE INSURANCERecommended By Colombia

  

  The revised pension will be taken up by the Union cabinet along with three-four issues related to the pay of central government employees, even as a committee headed by Finance Secretary Ashok Lavasa finalises its recommendations for allowances for government employees, including an increase in the house rent allowance (HRA). The panel is expected to submit its recommendations next week but there are indications that the change in allowances may not take place immediately.
  

  

  ""The revised pension scheme has been finalised and the government has postponed a decision due to the code of conduct for Delhi municipal elections. The cabinet may clear it next week,"" said a source, who did not wish to be identified.
  

  

  The pay panel had recommended an increment-linked pension formula along with the option for multiplying the pension based on the six pay commission's recommendations by 2.57. To quickly implement the suggestions, the government opted for the second option as the increment-linked pension model was seen to be difficult to implement. This has created a situation where those who retired by December 31, 2015 are receiving a lower pension compared to someone who retired a month later. For instance, someone who retired as a secretary before January 2016 is getting a pension of Rs 1.02 lakh compared to Rs 1.12 lakh for someone who retired at the end of the month.
  

  

  Now, the government is looking at two options -- one is to move to a new ""modified parity-plus"" formula, which links the pension to the salary drawn by someone who is at the same rank. The other is a formula based on the multiple of the sixth pay commission-based pension. A sources said the factor of 2.57 is also being changed to make the pension more attractive. ""Basically, there will be two options for a pensioner and the formula that ensures a higher payout to the seniors will be given,"" explained a source.","delhi-mcd"
"184","BJP promised to waive house tax in 2007, but didn’t: AAP","NEW DELHI: AAP on Sunday claimed that during 2007 civic polls, BJP had said in its manifesto that it will abolish house tax if it comes to power in the then unified MCD (Municipal Corporation of Delhi). ""For 10 years BJP ruled the civic bodies, but it has not kept its promise. They are using middlemen who extort money from the people in the name of house tax,"" alleged Dilip Kumar Pandey, AAP Delhi convener.
  Queen Cotton Brown 1 Double Bedsheet With 2 Pillow CoversShopcluesInvest in tax saving mutual fundsFundsIndiaRecommended By Colombia

  

  AAP functionary Harish Awasthi said: ""Out of a total of 50 lakh registered properties, currently civic bodies legally get house tax from only 11 lakh properties.""
  

  

  BJP, however, rejected the allegations. ""BJP never announced that it will waive house tax for all Delhi households,"" said Rajesh Bhatia, general secretary Delhi BJP. ""In 2007 BJP promised to waive the tax in urban villages and rural areas but not across the capital.""
  

  

  AAP also promised that when it comes to power, it will constitute town vending committees, and regularise street vendors soon.
  

  

  ""BJP has looted Rs 1.31 crores from vendors. Each street vendor gave Rs 100 as fees for regularisation and license while some of them were charged Rs 500 and Rs 1000 by middlemen who enjoyed the political patronage of BJP and Congress,"" alleged Pandey. Both BJP and Congress have rejected the allegations.","delhi-mcd"
