csv
﻿links,links-href,articles
"Goa Elections 2017: 156 Multi-Millionaires To Contest, Poll Affidavits Reveal","http://www.ndtv.com/goa-news/goa-elections-2017-156-multi-millionaires-to-contest-poll-affidavits-reveal-1654756","Panaji:                             As many as 156 of the 251 candidates in the February 4 Goa assembly elections are crorepatis or multi-millionaires, an analysis of the information furnished by candidates in their election affidavits revealed.

The data analysis, released by Association for Democratic Reforms (ADR) on Tuesday, showed that 97 per cent of candidates of the ruling Bharatiya Janata Party (BJP) are multi-millionaires, followed by the Congress at 92 per cent and Aam Aadmi Party (AAP) with 52 per cent.

Ranjit Cotta Carvalho (AAP) leads the pack with the highest declared assets of over Rs. 65 crore, Michael Vincent Lobo (BJP) with over Rs. 54 crore and Pratapsingh R. Rane (Congress) with over Rs. 50 crore.

The percentage of candidates with pending criminal cases is quite low. Only 38 out of the 251 candidates (15 per cent) have declared criminal cases against them. A total of 19 candidates (8 per cent) have serious criminal charges against them.

Party-wise, most candidates with criminal cases are from the Congress (9 of 37, or 24 per cent), followed by the BJP (17 per cent) and the AAP (8 per cent).

As for candidates with serious criminal charges against them, the Congress again tops the list with 16 per cent, while for the BJP it is 8 per cent. No AAP candidate has serious criminal charges against him or her.

Polling for the 40-seat Goa assembly is slated for February 4. The counting will take place on March 11."
"Goa Elections 2017: Defence Minister Manohar Parrikar Asked To Explain 'Bribe' Remarks","http://www.ndtv.com/india-news/defence-minister-manohar-parrikar-asked-to-explain-bribe-remarks-during-poll-campaign-in-goa-1655036","New Delhi: HighlightsDefence Minister had made the remarks at an election rally near Panaji
'Accept money from any party but vote for BJP', said the minister
Delhi Chief Minister also triggered a row after making similar statement
                                Defence Minister Manohar Parrikar has been asked by the Election Commission to explain by Friday his controversial remarks during campaigning for the upcoming elections in Goa in which he appeared to tell people that they could accept money from any political party but should vote for the BJP.

On Sunday, the minister had told a small crowd at Chimbel near Panaji: ""...I understand if someone organises a rally and you take Rs. 500 for moving around with (the candidate), that is not a problem. But when you vote, choose the lotus (BJP's poll symbol). This you must remember.""

The Election Commission had ordered the police to file a First Information Report or FIR against Delhi Chief Minister Arvind Kejriwal, convenor of the Aam Aadmi Party, after he stoked row with a similar statement.

At a rally in Goa's Benaulim earlier this month, Mr Kejriwal had said: ""If Congress or BJP candidates offer money, do not refuse it. Accept it as your own money. But when it comes to voting, press the button against the name of the AAP candidate.""

But in an apparent correction on Monday, Mr Parrikar said, ""I want to say this to you: please do not fall for any greed. Voting is a pure deed... The government is for the next generation. So, while electing a government, you have to decide what the coming government will give us.""

Regional party Goa Forward however registered a complaint with the Election Commission, saying that if action is being taken against Mr Kejriwal for similar comments, the Defence Minister should not be spared.

In several tweets, the Delhi Chief Minister also dared the Election Commission to take action against Mr Parrikar. On Tuesday, he also posted a video of the minister's comments.

""Will EC dare take action against Manohar Parrikar?"" Mr Kejriwal said in tweets, adding, ""I urge PMO to allow EC to act against Parrikar.""

The Congress also demanded action against Mr Parrikar.

Goa will vote on February 4 for a new 40-seat assembly."
"Punjab Elections 2017: Candidates Visit Sirsa Dera To Seek 'Blessings'","http://www.ndtv.com/india-news/punjab-elections-2017-candidates-visit-sirsa-dera-to-seek-blessings-1653496","Chandigarh:                             Several assembly election candidates from ruling SAD-BJP and the Congress in Punjab today visited the Sirsa-headquarted Dera Sacha Sauda to ""seek blessings"" of the sect chief Gurmeet Ram Rahim Singh ahead of the February 4 polls in the state.

Over 20 candidates, including Akali Dal leader and finance minister Parminder Singh Dhindsa, former Punjab chief minister Rajinder Kaur Bhattal and Congress youth leader Amrinder Singh Raja Warring, reached Sirsa to meet the sect chief.

Notably, the Election Commission strictly prohibits the use of temples, mosques, churches, gurudwaras or any place of worship for election propaganda, including speeches, posters, music etc, on electioneering.

 However, many of those who met the Dera chief, tried to downplay their meeting, saying there was nothing political about their visit.

After meeting Mr Singh, Mr Dhindsa told reporters that it was not the question of Dera support or otherwise. He asserted that there was ""nothing political"" about his visit.

Some others said they do visit the Dera once in a while and the timing should not be linked with the Punjab elections.

Mr Bhattal said the Dera, like Congress, supports causes like drug de-addiction and sends out a message to wean away the youths from the drug menace.

The Dera has a number of followers in many areas of Punjab, especially in the Malwa region which accounts for bulk of the assembly seats in the 117-member Punjab Assembly.

Ram Singh, chairperson of the Dera's political wing, told reporters that no decision had been taken so far, when asked if the political wing had decided to extend support to any particular political outfit."
"Uttar Pradesh Elections 2017: Expelled BJP Leader Dayashankar Singh's Wife To Contest","http://www.ndtv.com/india-news/uttar-pradesh-elections-2017-expelled-bjp-leader-dayashankar-singhs-wife-to-contest-1654338","Lucknow:                             The BJP has decided to field Swati Singh, the wife of former party leader Dayashankar Singh, from Lucknow's Sarojninagar assembly seat for the upcoming Uttar Pradesh elections, scheduled for February 11. The BJP had expelled Dayashankar Singh, who was once deputy chief of the party's UP unit, for allegedly using derogatory words against BSP chief Mayawati.

Swati Singh, a teacher by profession, was appointed the state president of the BJP's women wing in October last year. She had come to prominence after she launched a campaign against BSP leaders who had raised slogans against her minor daughter following her husband's use of derogatory words for Ms Mayawati.

BJP state media incharge Harish Chandra Srivastava informed that Ms Singh;s candidacy was announced after being approved by party national president Amit Shah.

In July 2016, the BJP expelled then Dayashankar Singh from the party over his use of derogatory words directed toward former Uttar Pradesh Chief Minister Ms Mayawati, which created a national controversy. The opposition parties stood united and unanimously condemned Mr Singh.  A police case was also filed by BSP leaders.

Senior BJP lawmaker and Union Finance Minister Arun Jaitley issued a statement in the Parliament, ""It is not right and I condemn the use of this word. If a person has said this, we will investigate.

""I express personal regret. I associate with your dignity and stand with you,"" he said, addressing Ms Mayawati.

Mr Singh, eventually, issued an apology and said, ""She (Mayawati) has come up after a lot of struggle.""

(with Agencies inputs)"
"Goa Elections 2017: Dare Parties To Fight Polls Over Progress, Says PM Narendra Modi","http://www.ndtv.com/goa-news/goa-elections-2017-pm-narendra-modi-dares-opposition-to-fight-goa-polls-on-development-plank-1653666","Panaji:                             Prime Minister Narendra Modi today dared opposition parties to fight the upcoming Assembly polls on the over development ushered instead of raking up minor issues like advancement of the Union budget and election dates.

""The opposition parties are working overtime, more than the efforts put in by Finance Minister to prepare the Budget, to criticise the advancement of budget date. It is an indication that these parties have accepted defeat in the forthcoming polls,"" he said, addressing an election rally in Goa's capital Panaji.

""Though the union budget is going to be presented on February 1, some political parties are already making graphs to criticise the government, without even having an idea of the budgetary provisions,"" PM Modi said.

The PM appealed to the voters of Goa to give a comfortable majority to the BJP in the election for ""growth"" and stability of the state, which had suffered due to instability in the past.

Goa is going to polls on February 4.

PM Modi also made a reference to the objection raised for holding elections in Punjab and Goa on the same day.

""A political party (referring to AAP) even went ahead and alleged that PMO pressurised the Election Commission for holding elections on the same day for these two states. The system has to be respected and strengthened. But some people take pride in devaluing it,"" said the Prime Minister.

While appealing to the voters to give comfortable majority to BJP, PM Modi said, ""My government in New Delhi has given more to Goa in last 25 months than what the state received from the Centre in last 50 years. There have been some facilities provided such as visa on arrival and Goa is major beneficiary of such facilities.""

""With minimum investment, tourism sector can prosper. Tourism also helps a cross-section of the society by creation of jobs. My government will work with the state government -- shoulder to shoulder for the betterment of Goa,"" he said. PM Modi said BJP will create the best infrastructure in Goa for the tourists as well as locals

Blaming the previous UPA government at the centre, he said ""In the 10-year rule (of UPA government) there were no funds for Goa for construction of even a bridge.""

""More than development of the state, some political parties get pleasure in hurting others,"" he said.

""People of the country are wise; hence Congress is being defeated everywhere. People of Goa are wiser; hence they should vote for BJP and give a comfortable mandate,"" he said.

(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)"
﻿links,links-href,article
"Goa Chief Minister Has To Be 'Young At Heart', Says Manohar Parrikar","http://www.ndtv.com/india-news/goa-chief-minister-has-to-be-young-at-heart-says-manohar-parrikar-1652191","Panaji:                             Ahead of the assembly elections in Goa, scheduled for February 4, Union Defence Minister Manohar Parrikar has said that a chief minister has to be ""young at heart"", even if it is a ""slightly elder person"". This comes amidst the strong speculation that Mr Parrikar could make a return to state politics if the BJP retains its control in Goa.

""The chief minister, whoever he is, has to be young at heart,"" Mr Parrikar said, replying to a voter's question at a BJP youth convention in Panaji.

""Though there is a requirement of youth to be the chief minister, I feel that the chief minister can be a slightly elder person who can understand the aspirations of the youth,"" he added.

The Union Minister also said that political stability is a compulsion for the development of a state like Goa.

""I remember, in 1989, I never thought I was destined to be in politics. In those 10 years, I saw at least 12 chief ministers.. If you want to have a comprehensive development of Goa, the plan needs to be worked out. But during that time, there was no plan,"" Mr Parrikar said.

 At a rally yesterday, BJP president Amit Shah had announced that should the party retain power in Goa, the next government would function under Mr Parrikar's leadership - which fuelled strong rumours of the Defence Minister's return to the coastal state.

Even Union Minister Nitin Gadkari hinted that the chief minister could either be someone from the legislators, or could be sent to the state from the Centre.

Manohar Parrikar, then Chief Minister of Goa, was inducted into the Union government as Defence Minister in 2014. He was succeeded by Laxmikant Parsekar as Goa Chief Minister.

(with inputs from PTI)"
"2 Congress Legislators, State Vice President Resign Ahead Of Polls In Manipur","http://www.ndtv.com/india-news/2-congress-legislators-state-vice-president-resign-ahead-of-polls-in-manipur-1651763","Imphal:                             In a setback to the ruling Congress in Manipur ahead of assembly elections in March, its state vice-president and two MLAs today resigned from the party's primary membership. Legislators Nemcha Kipgen and Vungzagin Valte submitted their resignation letters to party President TN Haokip as well as to Speaker Th Lokeshwor, they said. With the resignation, the strength of Congress has gone down to 45 seats in the 60-member House.

Kipgen had been elected in the last assembly polls from Kangpokpi constituency which had recently been upgraded into Kangpokpi district.

Valte was elected from Thanlon assembly constituency. Vice-president of Manipur Pradesh Congress Committee (MPCC) S Achouba also resigned from the primary membership of the party.

Incidentally, the state's move to carve out seven new districts has triggered protests by Manipur's apex Naga organisation United Naga Council (UNC).

Last year, three veteran Congress heavyweights N Biren, Y Erabot and Francis Ngajokpa had resigned and joined the BJP.

Elections for the 60-member Manipur Assembly will be held in two phases, on March 4 and March 8.

BJP, which is in direct fight with the Congress in the state, is unlikely to project any chief ministerial candidate.

Many Congress leaders have resigned from the party and joined the BJP ahead of the polls in Uttar Pradesh, Uttarakhand, Goa and Punjab including stalwarts like Vijay Bahuguna and Rita Bahuguna Joshi among others."
"Uttar Pradesh Elections 2017: 'No Grand Alliance'; 'Hurt' Nitish Kumar's Party Pulls Out","http://www.ndtv.com/india-news/uttar-pradesh-elections-2017-no-grand-alliance-hurt-nitish-kumars-party-pulls-out-1652637","Patna:                             Nitish Kumar's party Janata Dal United or JD(U) has decided not to contest the Uttar Pradesh Assembly elections so as to ""consolidate and strengthen secular forces"" and ensure that ""communal forces"" are defeated. JD(U) national General Secretary KC Tyagi told reporters in Patna that the decision to pull out of the Uttar Pradesh assembly elections was taken at the party's core committee meeting yesterday.

""The decision has been taken to defeat the communal forces and also to ensure no further division in secular votes takes place,"" Mr Tyagi said. He also expressed disappointment that a comprehensive alliance on the lines of grand-alliance in Bihar, where all ""secular forces"" joined hands to defeat the BJP, could not be formed. Samajwadi Party and Congress have, however, formed a pre-poll alliance in UP.

""We are disappointed, surprised and hurt that both SP and Congress failed to form a grand alliance on the lines of Bihar that proved to be a milestone in nation's politics. Bihar's grand alliance was formed by the efforts of both Nitish Kumar and Lalu Prasad who buried their differences for a bigger objective,"" Mr Tyagi said.

""If we have to win the 2019 Lok Sabha elections, then it is necessary that BJP must be defeated in UP polls,"" he said.

Mr Tyagi also said, that had Ajit Singh's party Rashtriya Lok Dal (RLD) and JD(U) been accommodated in the grand alliance, it would have won 300 seats in the UP assembly.

He was accompanied by Water Resources Minister Rajiv Ranjan Singh, party National General Secretaries RCP Singh, Shyam Rajak, Sanjay Jha and others.

Asked if Chief Minister Nitish Kumar, who is also JD(U)'s national president, would go to Uttar Pradesh if invited by Chief Minister Akhilesh Yadav for campaigning, Ranjan Singh said ""he (Nitish Kumar) would not go to UP for campaigning"".

""We don't have much stake in UP, so we will pray from here (sitting in Patna) for them to win,"" Mr Singh said.

Mr Tyagi further expressed his disappointment that hard work put in by party workers in preparing grounds for UP assembly polls in five divisions where Nitish Kumar addressed some public meetings could not fructify."
"Ahead Of Manipur Elections, Senior Congress Leaders Quit The Party","http://www.ndtv.com/india-news/ahead-of-manipur-elections-senior-congress-leaders-quit-the-party-1651924","Guwahati:                             As the BJP released its first list of 31 candidates for the upcoming two-phase Manipur assembly elections, scheduled for March 4 and March 8, the ruling Congress suffered a setback after three of its key senior leaders quit the party on Monday.

Incumbent legislators Nemcha Kipgen and Vungzagin Valte tendered their resignation letters to state party chief TN Haokip as well as assembly Speaker Th Lokeshwor. With their resignations, the strength of the Congress in the assembly has reduced to 45.

The vice president of the Congress' Manipur unit S Achouba also resigned from primary membership of the party.

Last year, three senior legislators - N Biren Singh, Y Erabot Singh and Francis Ngajokpa - had quit the Congress and joined the BJP. Sources said that Mr Kipgen, Mr Valte and Mr Achouba might also join the BJP.

The BJP has claimed that several senior ministers would also quit the Congress ahead of the polls.

Mr Kipgen had been elected from the Kangpokpi assembly seat in the last elections whereas Mr Valte was elected from the Thanlon constituency.The Congress has been ruling in the state of Manipur for the last 15 years.

Manipur is facing a crisis after the United Naga Council called for an economic blockade on November 1 to protest against the state government's decision to bifurcate Naga dominated areas and create seven new districts. The economic blockade has affected the key road links to the state, including National Highway-2 and National Highway-37, which in turn has created an acute shortage of essential goods and supplies."
"Punjab Elections 2017: Arvind Kejriwal's AAP May Have Found Its Face For Chief Minister in Punjab","http://www.ndtv.com/india-news/punjab-elections-2017-arvind-kejriwals-aap-may-have-found-its-face-for-chief-minister-in-punjab-1652967","Bathinda: HighlightsManish Sisodia said someone from Punjab to be Chief Minister if AAP wins
Bhagwant Mann, a former comic and very popular in Punjab, fits the bill
Mr Mann to contest from Jalalabad seat against Akali Dal's Sukhbir Badal
                                Bhagwant Mann for Punjab Chief Minister? The Aam Aadmi Party lawmaker who made headlines and earned the wrath of his colleagues last year by live-streaming his arrival at parliament, is drawing massive crowds while campaigning across the state and his party's leaders are reportedly weighing projecting him for the state's top job.

AAP's Manish Sisodia recently said only someone from Punjab will be Chief Minister if the party wins the assembly elections, a disclaimer prompted by speculation that Delhi Chief Minister Arvind Kejriwal could shift to that state. Delhi lawmaker and Lambi candidate Jarnail Singh told NDTV that AAP's Chief Minister will be a ""turban-wearing Sikh.""

Bhagwant Mann, 44, a former comic and very popular in Punjab, fits the bill. In a measure of his party's faith in him, he is also taking on Deputy Chief Minister Sukhbir Badal of the Akali Dal for the Jalalabad assembly seat, in what is pegged as the biggest battle in Punjab.  

On the campaign trail Mr Mann is now definitely keen to project that he is ready for a larger role. He refuses to crack jokes on cue or perform the limericks which made him a hit with the media.

When asked by this reporter whether he could be projected by the party as presumptive Chief Minister, Mr Mann did not reject the possibility. ""I never said I will be Chief Minister but the public is there. They are saying..what they want. Our leadership has said they will decide later. Let us wait.""

""Nothing has been decided yet,"" a senior AAP leader said in Delhi, but admitted, ""there is amazing craze for Mann among voters.""

What may be holding the AAP leadership back from announcing Bhagwant Mann as its Chief Ministerial candidate is the negative impact of his parliament live stream. He was suspended for a day and faced ferocious attacks from rival parties like the Akali Dal and Congress for exposing parliament to a security threat. His party, however, stood by him through the entire episode.

Bhagwant Mann's Sangrur parliamentary seat was one of four that Arvind Kejriwal's party won in the 2014 Lok Sabha elections. The party had won all its Lok Sabha seats from Punjab and now hopes to replicate there, its sweep of Delhi in 2015."
"Punjab Elections 2017: In First Of Its Kind, Liquor Distribution Slips Seized In Ludhiana","http://www.ndtv.com/india-news/punjab-elections-2017-in-first-of-its-kind-liquor-distribution-slips-seized-in-ludhiana-1652803","Chandigarh:                             Feeling the heat from frequent raids by flying squad formed by the Election Commission, the politicians have changed modus operandi. They are now using slips to distribute liquor to lure voters. A team of excise officials conducted raids at two wine shops in Samrala assembly constituency in the Ludhiana district and seized bundles of such slips from them.

VK Singh, Chief Electoral Officer of Punjab, told NDTV, ""It is the first of its kind seizure by our raiding team. We were getting inputs about the new tactics to distribute liquor among voters through slips.""

After receiving a tip off, a team of excise officials, led by Additional excise and taxation commissioner Kumar Saurabh Raj, conducted raid at two wine shops in Bhattian and Mand Jharaudi villages of Samrala on Wednesday morning. To its surprise the team found eight bundles, each containing 90-100 liquor distribution slips, and a stamp from the stores. This is first such seizure after the model code of conduct came into effect in Punjab, which votes for a new government next month.

""With poll date round the corner, certain elements were planning to use these slips to distribute liquor to influence voters, we are interrogating the staff of wine shops to find out if they were meant for any particular candidate,"" said Mr Singh.  

Slips mentioned 'two bottle Royal Arm', 'two bottle McD Rum', 'One bottle Hamira' and 'one C/S McD Rum'.

The raiding team also seized old stock of Indian made foreign liquor including 162 bottles, 10 pints and 272 quarters of high end brands."
"Ruling Shiromani Akali Dal Releases Manifesto For Punjab Elections","http://www.ndtv.com/india-news/ruling-shiromani-akali-dal-releases-manifesto-for-punjab-elections-1652218","Ludhiana:                             Promising waiver of farmers' debt, jobs for the youth and mega complexes for industry, the ruling Shiromani Akali Dal released its manifesto for the Punjab assembly elections, scheduled for February 4. The manifesto was released by the state's Deputy Chief Minister Sukhbir Singh Badal, who also coined a slogan of 'jo keha so kar vikhaya' ('we did what we promised').

Mr Badal, who is also the president of the Shiromani Akali Dal, further stated that a new scheme of providing upto five kilogram of sugar at Rs. 10 per kg and 2 kilograms ghee at Rs. 25 per kg, would be initiated and free electricity and other concomitant facilities for the agriculture sector will continue.

The Deputy Chief Minister said that the SAD-BJP alliance intends to waive off debts of all small farmers and would provide a fertiliser incentive worth Rs. 100 per quintal as an additional support to the farm sector.  Farm labourers will also be compensated in case of crop damage due to natural calamities, the manifesto promised.

""We have delivered what we have promised earlier: Be it making Punjab power surplus, introducing unique welfare, providing 100 per cent water and sewerage facilities in 165 towns... Now we will do the same in all 12,000 villages besides making cemented streets and putting up solar lights,"" Mr Badal said at the event.

The 117-assembly Punjab will witness a three-way contest between the ruling SAD-BJP alliance - which seeks a third consecutive term in power, the Congress - which seeks to regain control of the state and the debutante Aam Aadmi Party.

(with inputs from PTI)"
"Uttarakhand Elections 2017: PM Narendra Modi, Amit Shah In List Of 40 Campaigners","http://www.ndtv.com/india-news/uttarakhand-elections-2017-pm-modi-amit-shah-in-list-of-40-campaigners-1652804","New Delhi:                             The BJP, which had a head-start declaring its list of candidates for the Uttarakhand assembly elections, has released another important list -- over 40 star campaigners who will campaign for it in the state. With less than 20 days to go for the assembly elections in the crucial, Congress-ruled hill-state, the BJP is seen as upping its game with the new list of campaigners - which includes Prime Minister Narendra Modi, party president Amit Shah and a series of Union ministers including Rajnath Singh, Arun Jaitley, Manohar Parrikar, Nitin Gadkari, Ravi Shankar Prasad, Uma Bharti and Smriti Irani.

The list -- submitted by the party national general secretary Arun Singh to the Election Commission on January 24 -- also features 15 prominent BJP leaders from Uttarakhand, including former chief ministers BC Khanduri, Bhagat Singh Koshyari and Ramesh Pokhriyal Nishank.

It also has three former Congress rebels who joined the BJP over the last few months - former Chief Minister Vijay Bahuguna and former cabinet ministers Yashpal Arya and Harak Singh Rawat. Mr Arya and Mr Rawat are also the BJP's electoral candidates from Bajpur and Kotdwar constituencies.

The party is also deploying Bollywood actor and lawmaker Hema Malini and Delhi BJP chief Manoj Tiwari.

State spokesperson of the ruling Congress, Mathura Dutt Joshi said the BJP was trying to take undue political advantage by bringing its Union Ministers to campaign in the state. The Congress, he added, has prepared a draft list of 31 campaigners and the final list will be declared soon."
"'My Joining BJP Is Nothing But A Rumour', Says Samajwadi Party Leader Naresh Agarwal","http://www.ndtv.com/india-news/my-joining-bjp-is-nothing-but-a-rumour-says-samajwadi-party-leader-naresh-agarwal-1651789","Lucknow:                             Senior Samajwadi Party leader Naresh Agarwal today refuted speculations about him joining BJP, alleging that the party was spreading ""rumours"" for the fear of losing voters among the traders.

""The reports doing rounds of my joining BJP are nothing but rumours and only show the fear of BJP which is spreading them... this is an attempt to malign my image and I will go to court against it,"" Mr Agarwal, who is also a Rajya Sabha MP, told the media in Lucknow.

""BJP knows that when they will come out to campaign they will not get the votes of traders and so are resorting to such rumours,"" he alleged.

Answering a question, Mr Agarwal said he had recently met Home Minister Rajnath Singh in connection with some work of his constituency but it does not mean that he was joining the BJP.

He was reacting to media reports that he might soon join the BJP soon.

Mr Agarwal said he was with Samajwadi Party president Akhilesh Yadav and general secretary Ram Gopal Yadav.

To a question on chances of party lawmaker Beni Prasad Verma's son joining the BJP after he was denied a Samajwadi Party ticket from the constituency of his choice, Mr Agarwal said ""Beni should resign from his membership of the Upper House that would be more courageous of him... harming the party from inside will only harm him"".

On the alliance with Congress, he said he had always wanted all the parties to come together and gain strength and this task was not possible without Congress for fighting in the 2019 Lok Sabha polls.

""We will contest the 2019 elections under Akhilesh and he is the future prime ministerial candidate,"" Mr Agarwal added."
"Goa Elections 2017: Aam Aadmi Party Leader Elvis Gomes Promises Good Governance","http://www.ndtv.com/india-news/goa-elections-2017-aam-aadmi-party-leader-elvis-gomes-promises-good-governance-1653139","Panaji:                             The Aam Aadmi Party, which is a debutante in the upcoming Goa assembly elections, has decided to focus their campaign around corruption which, they said, is one of the main issues affecting Goan.

The party's chief ministerial candidate Elvis Gomes addressing a public gathering in Cuncolim constituency said, ""Corruption is one of the main issues as far as Goa is concerned. In Goa, superficially it may look everything is hinky dory but deep inside, these processes are not functioning and the local population is affected.""

""What is important is the delivery of public services. Today, the general complain is that peoples' work is not getting done - whether you to panchayat, municipal bodies or any government office,"" he added.

Mr Gomes, a former Inspector General of Prisons, will contest the election from Cuncolim constituency. He said that the AAP will focus on improving governance as well as removing casinos from the state.

""Improve the governance structure, streamline them, give them necessary training, making them efficient, put good people on the job and see that all your policies start percolating at grassroot level; that is the first priority,"" Mr Gomes said.

On the issue of casinos, he claimed, ""The BJP government assured to remove these casinos; that is why people voted for them. The party that made this promise has reneged on the promise and that is for all to see.""

""No matter what money comes to the state, ultimately the image of the state is more important. For AAP, Goa cannot be categorised as the gambling or drug destination,"" he added.

Earlier, AAP chief Arvind Kejriwal had termed the upcoming Goa polls - scheduled for February 4 - as a ""dharma-yuddha"". He also claimed that the state government is harassing Elvis Gomes by levelling false charges of corruption against the former bureaucrat.

(with inputs from PTI)"
"Punjab Elections 2017: Congress Is Yesterday's News, Says PM Narendra Modi","http://www.ndtv.com/india-news/punjab-elections-2017-congress-is-yesterdays-story-says-pm-narendra-modi-1653340","Jalandhar: HighlightsPM in Punjab to campaign for assembly elections
Asks people to bring back BJP-Akali alliance led by Chief Minister Badal
Says Congress desperate for power, like a fish out of water
                                The Congress is yesterday's news and now collapsing across the country, Prime Minister Narendra Modi told Punjab today, advising the state to stick with the time-tested Parkash Singh Badal, once the youngest chief minister and now the oldest. Punjab votes for a new government next week and PM Modi asked the state to return the Akali Dal-BJP for an unprecedented third straight term.

""You all can see how the Congress is collapsing across the country...They are desperate for power, their desperation is like that of a fish out of water,"" PM Modi said at a rally in Punjab's Jalandhar, a few hours after the Congress' Rahul Gandhi launched a big attack on the Badals at Majitha, about 80 km away.
 PM Narendra Modi asked people to bring the Badal family back to power in the Punjab elections 2017.So badly off is the Congress, PM Modi said, that it ""can go to any extent for the power of the chair,"" pointing to the rival party's election tie-ups in states like Bengal, Bihar and now Uttar Pradesh, where it is ready to play junior partner to regional heavyweights.

PM Modi credited Chief Minister Badal with working ""night and day for the unity of Hindus and Sikhs"" and said that in their many meetings all that the 89-year-old chief minister has discussed with him is the welfare of Punjab's farmers and its poor.

""Badal Sahab has always been true to Punjab, he has always given his best and Punjab would love to see him lead it towards development and a better future,"" the Prime Minister said, accusing rival parties of ""going to any extent in their selfishness and greed for power to ruin Punjab's image"" and asking the state to ""punish them all for speaking about this great land in bad light"".
 Rahul Gandhi attacked the Badal family in his speech today ahead of Punjab elections 2017.In his speech at Majitha, Rahul Gandhi alleged that the Badal family has ""taken away everything from Punjab"" accusing them of forcing the people of the state to pay a ""Badal tax."" Mr Gandhi is on a three-day tour of Punjab that will see him travel to all the seats that the immediate and extended family of the chief minister is contesting. He began his visit in Majitha, the constituency of powerful Punjab minister Bikram Singh Majithia, the brother in law of Sukhbir Badal, who is deputy chief minister and the Chief Minister's son. He will also campaign in Mr Badal senior's Lambi constituency and his son's Jalalabad constituency.

The PM mocked the Congress' efforts saying the party was so sure it was winning the 2012 election that it had begun practicing taking oath. But for the first time ever Punjab had re-elected a government, voting the Akali-Dal BJP back in power. It would happen again this time, PM Modi said."
"In UP Elections, The Rani Of All Battles In Rahul Gandhi's Amethi","http://www.ndtv.com/india-news/in-up-elections-the-rani-of-all-battles-in-rahul-gandhis-amethi-1652096","Amethi: HighlightsSecond wife of Congress' Sanjay Sinh says she'll fight as rebel candidate
Ameeta Sinh wanted to contest from Amethi seat as Congress-SP candidate
BJP picked Garima Sinh, estranged first wife of Sanjay Sinh, for Amethi
                                If the BJP had planned a royal vs royal battle for the Amethi assembly seat in Uttar Pradesh, it could well get that even after the Samajwadi Party announced that its Gayatri Prajapati would contest the seat and not a Congress candidate. The Congress' Ameeta Sinh, who hoped to be fielded, has said she will contest as a rebel candidate. The BJP has picked Garima Sinh, 60, the estranged first wife of Congress leader Sanjay Sinh, locally known as the Maharaja of Amethi, which is also Congress vice president Rahul Gandhi's parliamentary constituency.

Sanjay Sinh's second wife Ameeta Sinh, 54, wanted to contest the Amethi assembly seat as the Samajwadi Party-Congress alliance's official candidate. But in his half-half division of the 10 seats in Amethi and adjacent Raebareli, Gandhi turf, Chief Minister Akhilesh Yadav chose to retain Amethi for his Samajwadi Party to contest. Sitting legislator and minister Gayatri Prajapati is the alliance's candidate.

""Amethi is my family and my home and I cannot leave it... I will contest from here,"" said Ameeta Sinh, a three-time MLA and former state minister who claims she has worked hard in the constituency and is a strong candidate. Ms Sinh said she was talking to senior Congress leaders.  

She accused the BJP of ""petty politics"" for picking Garima Sinh, a political novice, to contest in Amethi. ""They have given ticket to someone who has no recognition in the region... people here have neither seen her nor has she seen them for years,"" Ameeta Sinh alleged.

The BJP is betting on Garima Sinh coming out on top as palace intrigue plays out politically - in Amethi, both are called Rani or Queen.

Garima Sinh, who calls Sanjay Sinh's marriage to Ameeta illegal, had in 2014 moved into a portion of the Bhupati Bhawan Palace in Amethi that Sanjay and Ameeta live in, along with her son and three daughters, laying claim to the considerable family fortune. She is the niece of former Prime Minister VP Singh and is said to have a fair amount of support among locals despite having been away from Amethi for many years.

Ameeta Sinh was earlier married to national badminton champ Syed Modi who was shot dead in 1988. Sanjay Sinh and Ameeta were charged with murder but were later acquitted by courts.

The battle of the Ranis may draw attention, but Samajwadi Party's Gayatri Prajapati, a backward caste leader, is still seen to have the edge in Amethi. He had defeated Ameeta Singh in 2012 by almost 10,000 votes. The BJP's candidate had polled less than 10,000 votes.

Amethi will vote on February 27, in phase five of the seven-phase UP election.  Results will be announced on March 11."
