"","Headline","article","location"
"200","Goa's Casinos Under Attack Again As Parties Race to Make Election Pledges","                             The Congress has promised to ban all casinos in Goa if it is voted to power, including, its manifesto says, ""floating casinos in Goa's river."" State Congress chief Luizinho Faleiro said that in the first phase, casino boats that float in the Mandovi river would be shut down and in the second, onshore casinos would be targeted. The manifesto was released by former Congress Union Minister Jyotiraditya Scindia in Panaji today.

Mr Faleiro said he did not fear that closing down casinos would affect jobs in the tiny tourist state. ""I don't think that there are many Goans working at these casinos,"" the Congress leader said.

Goa has six casino vessels and about a dozen onshore casinos that operate out of five star resorts. Together they contribute about 200 crore a year to the state revenue.

The Congress has earlier crossed swords with the state's ruling BJP over casinos which has asked why the party did not act against them when it was in power for two terms before the BJP returned.

The BJP had promised to shut down casinos when it was in the opposition and had floated that as a poll promise in 2012. After winning, however, it cited loss of revenue from a ban on mining for not closing casinos, but says that they ""haven't allowed any new casinos to come up and have not renewed any contracts."" All casinos, the BJP says, came up during Congress rule, but has been ambiguous on casinos in this election.

Arvind Kejriwal's Aam Aadmi Party, which makes its Goa debut, has taken a clear stance in its manifesto stating that it will shut down all casinos and will also provide alternative employment to close to 10,000 people employed by these.

All the parties peg their anti-casino stance on the ""degeneration of Goan culture"" that they allege these promote.

Goa votes on February 4 and after weeks of attempting an alliance with regional party Goa Forward, the Congress has announced that it will contest the assembly elections alone. It said on Saturday that it would contest 37 of the state's 40 seats.

In 2012, Goa threw out the Congress, with the party winning only seven seats. The BJP had won 21 of the 28 seats it had contested, a majority on its own. Then partner, the Maharashtrawadi Gomantak Party or MGP had won three seats.

The MGP parted ways with the BJP earlier month soon after elections were announced.","panaji:"
"201","UP Elections 2017: 'Want To Better Life For All,' Says 95-Year-Old Candidate","                             At 95, Jal Devi is perhaps the oldest candidate standing for election this time. Fed up with bigger parties, who she says, have not done much for her village, the nonagenarian filed her nomination as an independent for the Khergarh assembly seat near Agra, Uttar Pradesh.

Though she looks frail, and can't walk without a stick, Jal Devi has been working for her village, trying to get build concrete roads. Two years ago, she won the panchayat elections from Jagner block, defeating her 32-year-old rival by more than 9,000 votes.

""Our village and area has very bad roads and the officials don't care,"" she said.

Sanjay, a 34-year-old farmer, who lives in Jal Devi's village, Jagner, agrees. ""Most leaders come here only before elections, asking for votes. Later, it is difficult to even get to talk to them,"" he said.

Asked how she plans to campaign in her constituency -- spread over 150 square km - she said, ""God has brought me this far and if he desires, he would take me further. My son is also there to take me to areas I can't get to on my own"".

Ramnath Singh, Jal Devi's youngest son, says he took voluntary retirement from the army. ""I realised that I needed to come back and work for the village,"" said the 50-year-old.

Besides Jal Devi, 166 candidates are in fray for the nine assembly seats of Agra, which goes to the polls on February 11. Her son Ram Nath Sikarwar is also standing for election as an independent candidate.","agra, uttar pradesh:"
"202","Uttar Pradesh Elections 2017: 95-Year-Old Woman Files Nomination From Agra","                             A 95-year-old woman, believed to be the oldest candidate in Uttar Pradesh, has filed her nomination papers from Khairagarh assembly seat in Agra.

Jal Devi had to be escorted to the election office on a wheel chair yesterday.

She said that her aim is to root out corruption. She is already a member of the panchayat in Jagner block, having won with a record number of votes.

The constituency in Agra will go to polls in the first phase of elections in Uttar Pradesh on February 11. Uttar Pradesh will have voting in seven phases between February 11 and March 8. Results will be announced on March 11.","agra:"
"203","Shivpal Yadav Not In Samajwadi Party's List Of Star Campaigners","                             Former Samajwadi Party (SP) state president Shivpal Singh Yadav does not figure in the list of 40 'star campaigners' issued by the party for the first phase of the Uttar Pradesh state assembly elections.

The former PWD Minister, who enjoyed the number two status in the state government, has since fallen from grace of his nephew and Chief Minister Akhilesh Yadav after a bitter power struggle in the party and the first family.

He has been already axed as the state unit chief and replaced by Akhilesh loyalist Naresh Uttam and been relegated to a virtual nobody in the party.

What is set to add injury to insult is the fact that barring Shivpal Singh Yadav, all other members of the Yadav clan who are in active politics have been named in the list.

This includes party patriarch Mulayam Singh Yadav, Rajya Sabha member Ram Gopal Yadav, Kannauj MP and wife of the Chief Minister Dimple Yadav, Budayun MP Dharmendra Yadav, Mainpuri MP Tej Pratap Singh and Lok Sabha member from Firozabad Akshay Yadav. Others in the list are Kironmoy Nanda, Naresh Agarwal, Mohd Azam Khan, Surendra Nagar, Sanjay Lathar, Udayveer Singh, Kamaal Akhtar and Neeraj Shekhar.

Under pressure from the party's mentor Mulayam Singh Yadav, Shivpal Singh has however been given ticket from his traditional Jaswantnagar seat in Etawah.

The latest move is likely to further upset Mulayam, who is said to be already annoyed with his son for unceremoniously ousting him as national president.","lucknow:"
"204","UP Elections 2017: Now, A BJP Mini Pari-War In Western Uttar Pradesh","                             Seated in the lawn of her family home in Kairana in Western Uttar Pradesh, three hours east of Delhi, Mriganka Singh says ""by just being his daughter, why should I be denied an opportunity?""

Ms Singh is the daughter of Hukum Singh, a seven-time BJP legislator from the Kairana seat and presently its MP.

Her nomination, one of several seats given by the BJP to the children of its leaders, has raised eyebrows given the BJP's biting criticism of the dynastic Politics practised by its rivals.

Ms Singh is a political novice; she lives in Ghaziabad where she runs a school.

But she thinks she has a chance. ""The party may have assessed winnability factor as well,"" she tells NDTV.

Her father admits that his service to the party is one of the reasons why his daughter was selected.

""We never liked family in politics, but we can't deny them the rights also. If a member of the family deserves a political standing, then we shouldn't ignore him,"" said Hukum Singh.

But the Singh family may face an internal battle. The ticket to Mriganka has come at the cost of her own cousin, Anil Chauhan who contested the 2014 by-elections from a BJP ticket in Kairana but had lost with a very close margin.

Mr Chauhan has now joined the rival Rashtriya Lok Dal. He will be fighting against Ms Singh.

Both father and daughter however claim family politics is not the key issue. Law and order is, specifically the hounding out of mostly Hindu families from Kairana.

With these words Mr Singh has revived a controversy he had sparked last year by releasing lists of Hindu families, whom he claimed had left Kairana because of local Muslim criminal gangs. Kairana has a 50 per cent Muslim population.

Later, after the media had poked holes in those claims, Mr Singh said it was not a communal issue merely one of law and order.

He told NDTV on Wednesday that the list may have contained errors, but in election season that doesn't seem to have deterred him from reviving it.

""It (exodus) just happened because the entire business is in the hands of the Hindus: Vaishya, Jains, Brahmins. They are the easiest targets. They are peace loving. Some criminals who happen to be Muslims were terrorising them,"" said Mr Singh.

But are there no Muslim-run businesses in the area, similarly targeted? ""Muslims who are rich and who are running businesses were also targeted"", he added as an afterthought.","kairana:"
"206","Uttarakhand Elections 2017: A Twist In The Tale As Chief Minister Harish Rawat Files Nomination For Kumaon Seat","                             In the season of rebellion in the Congress ranks in Uttarakhand, Chief Minister Harish Rawat faced a peculiar situation as he filed nomination from the Kichcha Assembly constituency in Kumaon on Wednesday. A senior Congress leader, Shilpi Arora, resigned from the party with a tweet explaining why she was quitting and launching a ferocious attack on the Chief Minister.

""I was forced to leave party and left with no option except fighting against @harishrawatcmuk from Kichcha as Independent Candidate,"" Ms Arora, who has been with the Congress for over 20 years, tweeted. She alleges she was promised that the party would nominate her from one of the nine assembly constituencies in Udhum Singh Nagar and that she had even begun groundwork there. However, after her name did not feature in the list of Congress candidates she felt ""betrayed by the false promises"".

The 44-year-old entrepreneur-turned-politician has now vowed to ""turn into Goddess Durga in order to defeat such demons,"" referring to Mr Rawat, who she described as ""Mahishasura,"" a dreaded demon killed by the Goddess in mythology, for ""backtracking on his commitment.""

Shilpi Arora said she would file","dehradun:"
"207","ï»¿link",NA,"article"
"210","Arun Jaitley's 3 Reasons For BJP-Akali Winning Punjab Factors In AAP","                             The addition of the Aam Aadmi Party in a traditionally bipolar contest will help the ruling BJP-Akali Dal alliance in the upcoming Punjab assembly elections next month, Union Minister and senior BJP leader Arun Jaitley said, also taking shots at ""absentee"" representatives in an apparent jab at cricketer-turned-politician Navjot Singh Sidhu who defected to the Congress from his party.

Speaking in Amritsar on the campaign trail, Mr Jaitley, ""I have kept in touch with this city for a very long time not withstanding any election result. I do believe that Amritsar has had a very unfortunate experience over the past 12-and-a-half years of suffering from absentee MPs.""

The reference appeared to be a shot at Mr Sidhu, a three-time lawmaker elected from Amritsar who is often criticised by his opponents of abandoning the city for commercial interests in Mumbai. But countered over the 53-year-old's only recent separation from the BJP, Mr Jaitley said, ""Yes, we share the guilt for that and I'm not referring to only one, I'm referring to at least two who abstained from the city, and the constituency, who also abstained from parliament.""

Despite the 10-year-old regime fuelling anti-incumbency sentiments, Mr Jaitley said, he had three strong reasons to believe why the BJP-Akali combine would return to power. Besides Prime Minister Narendra Modi's continuing appeal and a general appreciation for the state government's performance, the entry of the Aam Aadmi Party would also help them divvying up the opposition to the ruling alliance, he said.

""Conventionally Punjab saw a direct election between Congress and the NDA (BJP-led National Democratic Alliance). This time there is a divided opposition to the NDA. Both the arithmetic and the chemistry will certainly dictate the election result,"" he said.","amritsar:"
"211","Rajnath Singh's Son Pankaj '200% Eligible' To Be UP Candidate, Says BJP Leader","                             Om Mathur, the BJP leader in charge of Uttar Pradesh, has defended the party's decision to field a number of sons and daughters of senior leaders for the assembly elections in the state, stressing that only those who deserve to be candidates have been given ticket. Union minister Rajnath Singh's son Pankaj Singh, the BJP's candidate from Noida, is ""200 per cent eligible,"" Mr Mathur said.","lucknow:"
"212","Punjab Elections 2017: 1,941 Candidates File Nominations","                             With assembly elections in Punjab less than a month away, the process of filing nomination papers came to an end on Wednesday with 1,941 candidates filing nominations for the 117 assembly constituencies in the state. Congress's newest recruit Navjot Singh Sidhu, state Congress chief Amarinder Singh and the Aam Aadmi Party's Bhagwant Mann were among the 1,040 candidates who filed the nominations on the last day itself for the February 4 assembly elections in the state. Navjot Sidhu filed his nomination from the Amritsar East seat, while Bhagwant Mann filed his nomination from Jalalabad. Amarinder Singh filed his papers from Lambi where he will take on Chief Minister Parkash Singh Badal. Punjab is set to witness high octane battles from Lambi and Jalalabad assembly seats. Punjab will witness a three-way fight between the ruling Shiromani Akali Dal, Arvind Kejriwal's Aam Aadmi Party and the Congress in all 117 assembly seats.

An official spokesperson of the Chief Electoral Office in Punjab said the scrutiny of papers will be done on Thursday, while Saturday has been fixed as the last day for name withdrawals.

Ludhiana has the maximum number of nominations filed at 222 and the lowest, 37, were filed in Fatehgarh Sahib district.

Giving details of the papers filed for different districts, the Chief Electoral Office spokesperson said that total 196 candidates have filed nominations in district Amritsar, 44 in Barnala, Bathinda 110, Faridkot 41, Fazilka 67, Ferozepur 70, Gurdaspur 106, Hoshiarpur 119, Jallandhar 146,","chandigarh:"
"213","Nicknames Like Bhau, Boss, Baba, Babush, Miccky Rule Goa's Political Canvas","                             As Goa gears up for Assembly elections on February 4, candidate nicknames like 'Babush', 'Baba', 'Patrao', 'Bhau', 'Miccky', 'Boss' and 'Khashe' have made a splash on the political canvas in the state.

The nickname 'Babush' which means baby boy in Portuguese language is shared by two prominent politicians - Deputy Chief Minister Fransic D'Souza and controversial former minister Atanasio Monserratte.

Mr D'Souza is contesting on a BJP ticket from Mapusa constituency and Mr Monserratte is challenging Manohar Parrikar-led BJP in his fiefdom of Panaji constituency.

Mr Monserratte who was expelled from the Congress has formed his own political outfit - United Goans Party.

'Babu', which also means baby boy, is associated with two prominent politicians who are famous more for their nicknames than their real names.

Congress legislator Chandrakant Kavlekar is known as Babu Kavlekar in his constituency. Similarly, former minister Manohar Asgaonkar is also known as Babu or Babu Asgaonkar.

Mr Asgaonkar, a former Congress legislator, had switched party loyalties in the last minute to join the MGP. He is now contesting from Pernem constituency against BJP minister Rajendra Arlekar. The constituency is reserved for Scheduled Castes.

In the remote Sattari taluka, Baba and Khashe are two names which are taken with due respect. 'Baba' is a nickname for Congress legislator Vishwajit Rane contesting from Valpoi constituency while his father and former Chief Minister Pratapsinh Rane is referred to as 'Khashe'.

'Khashe' is usually a name for referring to a person who owns large tracts of land in Sattari taluka, located in the North Eastern part of the State.

'Bhau' and 'Bhayi' are two common names uttered in BJP circles. Defence Minister Manohar Parrikar is known as 'Bhayi' meaning brother across the state amongst BJP cadres, while Union AYUSH minister Shripad Naik is referred to as 'Bhau' meaning elder brother.

Incidentally, former Congress legislator Pandurang Madkaikar who recently joined the BJP is also known as 'Bhau' in his constituency.

Former State Home Minister Ravi Naik who is contesting on Congress ticket in Ponda constituency is popularly known as 'Patrao', which in Portuguese means 'owner'.

Congress candidate from Canacona Isidore Fernandes is referred to as 'Boss', the nickname which he prominently displays on his vehicles.

Controversial former minister Fransisco Pacheco who is now contesting on Goa Su Raj party ticket from Nuvem constituency is famous as 'Miccky', the nickname which he shares with AAP Panaji candidate Walmiki Naik.","panaji:"
"215","Samajwadi-Congress Alliance In Trouble, Tussle Over Minority-Dominated Seats"," HighlightsAkhilesh Yadav's list of candidates left the Congress upset. 
Akhilesh Yadav is reportedly talking to Congress to sort out differences.
Congress was voted out of power in UP by Mulayam Singh Yadav in 1989.
                                The Samajwadi Party-Congress alliance which was promising to alter the political equations for assembly elections in Uttar Pradesh is in trouble with both sides calling the other's demands for more seats unreasonable.

Amidst building tension, sources in the Samajwadi Party say that all is not over and chief minister Akhilesh Yadav is holding talks with Congress leaders through back channels to iron out the differences. Congress Vice President Rahul Gandhi met sister Priyanka Gandhi Vadra and senior party leader Ghulam Nabi Azad at his residence today.

At the heart of the trouble are two key issues - how many seats will each get and which seat will go to which party.

The two parties had sent out all the right signals till Monday last. But when the two camps sat down for seat-sharing talks, trouble erupted. Senior Samajwadi Party leaders today indicated that Akhilesh Yadav, who has already announced 210 candidates - some even on seats held by Congress legislators - may announce more candidates over the next 24 hours, since the time is running out and nominations for the first phase end on January 24.

The chief minister is not waiting for the alliance to be thorough in more ways. Tomorrow, Akhilesh Yadav will release his party's manifesto in Lucknow.

Sensing trouble, top Congress leaders have rushed to Lucknow. The Congress, which has been reduced to player number 4 in Uttar Pradesh, is eyeing the alliance to recover ground. While senior Samajwadi leaders maintain that the Congress does not have the footprint strength to demand nearly 130 seats, the Congress says anything less will hurt the national party's interest. Samajwadi Party sources say the alliance is not taking off as the Congress wants it to surrender some seats it had won in 2012.

However, insiders say that the real tussle is over seats where minority vote holds sway. The Congress was edged out of power in Uttar Pradesh by Akhilesh Yadav's father Mulayam Singh Yadav in 1989. The rise of Mullah Mulayam brought the drift of minority vote to the Samajwadi Party from the Congress.

While the Samajwadi Party is keen to maintain its most favoured party status among Muslims, the Congress wants to regain lost ground via the alliance.","lucknow:"
"216","Rajnath Singh's Son, Rita Bahuguna Joshi In BJP Second List For UP Elections"," HighlightsBJP has, so far, named 304 candidates of Uttar Pradesh's 403 seats
The second list includes family members of many BJP leaders and veterans
Rajnath Singh's son, Pankaj Singh, will contest from Noida constituency
                                New imports and relatives of senior politicians continue to feature among the BJP's candidates for the Uttar Pradesh elections despite heartburn in party ranks and even protests against the party fielding ""outsiders"" earlier this week.

A second list of 155 candidates announced today includes Pankaj Singh, the son of union Home Minster Rajnath Singh and Mriganka Singh, the daughter of party MP from Uttar Pradesh, Hukum Singh. The new list also names Rita Bahuguna Joshi as the candidate from Lucknow Cantt.

Ms Joshi, a former Congress chief from the state, joined the BJP only in October, 2016. Lucknow Cantt is the seat she won in 2012 and this year's contest could pitch her against Aparna Yadav, the second daughter-in-law of Mulayam Singh Yadav, if the Samajwadi Party fields her from the constituency.

Brijesh Pathak, another leader who recently joined the BJP after quitting Mayawati's Bahujan Samaj Party has been been given a ticket from Lucknow Central. ","lucknow:"
"218","Mayawati Party Man SP Maurya, Who Joined BJP, Eyes Another Move. Akhilesh Yadav Gets Call","                             Swamy Prasad Maurya, strategically poached by the BJP from Mayawati's Bahujan Samaj Party only six months ago in the run-up to the Uttar Pradesh election, is said to be evaluating another change of party. There is speculation that the politician, who is said to command significant support from some sections of UP's Other Backward Caste or OBC voters, is unhappy with the party's selection of candidates for next month's assembly elections and could join Akhilesh Yadav's Samajwadi Party.

Mr Maurya told NDTV that he has been in touch with Akhilesh Yadav and offered fulsome praise for the 43-year-old UP Chief Minister. ""I congratulated him for his victory...He is a young and dynamic leader and a very good human being. We share a very good personal relationship,"" Mr Maurya said, referring to Mr Yadav winning the use of the Samajwadi Party name and symbol in a feud with his father Mulayam Singh Yadav and uncle Shivpal Yadav.

He was equally candid about his problems in the BJP. ""I am struggling to get ticket for supporters from my community who moved from the BSP with me,"" he said, very clear that he is asking for his due share. The former BSP man is said to have demanded 35 of UP's 403 seats for him and his supporters, including a son and a daughter, to contest. The BJP, sources said, is willing to concede no more than five.

The BJP had inducted Mr Maurya last August as it sought to consolidate voters belonging to different sections and communities for the mega UP elections, being pegged as a semi-final before 2019 national election.

Mr Maurya draws his support from the Maurya, Kushwaha, Saini and Shakya communities. He was Leader of Opposition in the UP assembly before he quit the BSP, accusing Ms Mayawati of ""selling assembly ticket to candidates.""

Other parties are said to have approached Mr Maurya too at that time and there was talk of negotiations with the Samajwadi Party. The BJP had won, but as Mr Maurya had joined the party in Delhi he had asked it to treat his supporters well. Some had joined with him and many more would follow, he had promised.","lucknow:"
"220","A Small Village In Uttar Pradesh Makes A Big Election Pledge","                             Almost all the 4,500 residents of Chandaur, a small village in the Bundelkhand region of Uttar Pradesh, are gathered in front of the primary school to discuss the assembly elections in the state, but within minutes it turns into a full-fledged protest. The villagers are angry with the lotus, the hand, the cycle, the elephant and every other symbol that represents a political party. None, they say, have done any work for them. The sitting MLA here, is from the Bahujan Samaj Party.

One by one, villagers take the microphone, their voices filled with anguish and anger at an electoral process which they feel merely exploits their vote. Their message now - Chandaur will not vote.

Anand Kumar, a young daily wager says for years young men in this village have struggled to get an education. When they do get an education, they don't get jobs. Like Shiv Bodhan, who is in his thirties and has a Masters degree in Arts but is unemployed. ""What's the point of our degrees when to get jobs you need to have money to bribe people? Politicians tell us they will focus on the youth but our ears have tired of listening to these lies,"" Bodhan says, adding, ""We don't have a job, they don't have a vote.""

Malkhan Lal, who works on farms and as labour, thrusts a sheaf of papers at us to show how many court cases are pending here. ""We're from a poor village in Bundelkhand, so no judge, no lawyer is interested in us or our cases. Whether it is about land or about the identification required for ration cards, we have been fighting just to get our basic entitlements. Yet each elections, like mules we would go to vote. No more.""

Years of drought have pushed the people of Chandaur into desperate poverty and helplessness. 70-year-old Gujaratiya says she can't vote for people who don't care whether she lives or dies. ""I have two children who are waiting to be married but who can think of marriage when we go hungry for days."" Every election, Gujaratiya says, she ""would obediently go to vote,"" but now believes that ""This democracy is for rich people not us.""

Village pradhan Ramchandar, who is in his fifties, says it is ironic that Chandaur's election boycott has drawn the attention of local politicians and journalists, but its hardships never did. ""I am with my people on this. All 4,500 of us will not vote in these elections,"" he says.

Unlike other villages, which have announced a boycott of elections and later turned up to vote, Ramchandar says, ""It will not happen here.""

(This story has been reported by Meera, Kavita from Khabar Lahariya, written by Radhika Bordia)","chandaur village, banda district, uttar pradesh:"
"221","Samajwadi Party Meets Congress Halfway In Gandhi Turf"," HighlightsCongress and SP will contest 5 seats each in Amethi and Raebareli
Congress and SP formally announced an alliance for the UP polls on Sunday
Congress will contest 105 of the 403 seats in Uttar Pradesh
                                The Samajwadi Party and the Congress will contest five assembly seats each in Uttar Pradesh's Raebareli and Amethi, which are the respective parliamentary constituencies of Congress president Sonia Gandhi and her son and deputy Rahul Gandhi. The 10 assembly seats in the Gandhi turf were said to have been a key point of disagreement in intense negotiations between the two parties, which formally announced their alliance for the upcoming UP elections on Sunday.

The Samajwadi Party has announced candidates for three of five seats in Raebareli and two of five seats in Amethi. The rest have been allotted to the Congress to contest.

In the 2012 assembly elections, the Samajwadi Party had won seven of the 10 seats whereas the Congress won two. Of the five seats that the Congress will contest this time, it had placed second to the Samajwadi Party in one seat and won two.","lucknow:"
"222","'Don't Know If Alliance On,' Says Congress After Samajwadi Googly","                             Hours before a formal announcement was expected, an alliance appeared untenable on Friday after the Samajwadi Party named candidates for seven Uttar Pradesh seats that the Congress currently holds and a senior leader of Chief Minister Akhilesh Yadav's party said that it could offer its potential partner only 80 to 85 of UP's 403 assembly seats.

""No alliance at the cost of Congress workers' self-respect,"" said the party's state chief Raj Babbar, refusing to say whether the alliance with the Samajwadi Party is on or not. Mr Babbar was expected to announce the alliance this evening with his Samajwadi Party counterpart Naresh Uttam.

""We are a big party and we cannot compromise on our workers' interest,"" Mr Babbar said.

There has so far been talk of the Samajwadi Party wanting to contest 300 of UP's 403 seats and allotting the rest to the Congress. But the Samajwadi Party's Kiranmoy Nanda today said the Congress should ideally be given no more than 54 seats to contest. ""Other than that we can give them 30-35 seats...First let the alliance happen,"" he said, emphasising that, ""We haven't received anything from the Congress side yet.""

84 to 85 seats, Mr Nanda said, was his party's best offer to the potential ally, whose top leaders had earlier this week said that the Congress will contest the UP elections in partnership with the Samajwadi Party. Only a formal announcement was awaited.

""The Samajwadi Party's key agenda is to defeat the BJP, while the Congress wants to strengthen its position in UP,"" Mr Nanda said.","lucknow:"
"223","Congress To Contest On 36 Seats In Goa, Leaves 4 For Others","                             The Congress will contest on 36 of the 40 assembly seats in Goa, leaving four for others including a newly-floated political party under a seat-sharing agreement, the party said on Wednesday.

The opposition party said it has not stitched a formal alliance, but has only entered into a seat-sharing pact with Goa Forward, launched a year ago, and others for the February 4 elections.

""This is not an alliance. This is purely a seat-sharing agreement that we are having based on winnability of candidates,"" All India Congress Committee General Secretary Digvijay Singh told PTI.

Under the arrangement, Congress has left two seats - Fatorda and Siolim - for Goa Forward. Vijai Sardesai, the fledgling outfit's mentor, is contesting from Fatorda.

Congress has agreed to let its expelled legislator Atanasio Monserratte, who has floated his own outfit United Goan Party, fight from from the Panaji seat.

Independent legislator Rohan Khaunte will be supported by Congress in the Porvorim constituency.

""We want to defeat the BJP which ran a Government of U turns,"" Mr Singh said, adding that his party is supporting these non-Congress candidates to defeat BJP.

Congress had earlier ruled out aligning with NCP, a former partner which asked for two seats - Benaulim and Vasco.

However, Congress and Goa Forward candidates will face each other in Saligao and Velim segments, where the two parties have no understanding.","panaji:"
"225","Asaram Bapu's Son Narayan Sai, Accused In Rape Case, Seeks Bail To Contest UP Polls","                             Self-styled godman Asaram's son Narayan Sai, currently jailed in a rape case, on Thursday moved a court in Surat seeking temporary bail to contest assembly elections in Uttar Pradesh beginning next month. Sai moved an application before Additional Sessions Judge PS Gadhvi, stating he could contest on two seats--Sahibabad in Ghaziabad district and Shivpur in Varanasi.

Seeking the relief, he stated that Ojaswi Party, of which he is one of the founders, wants to field candidates in the elections and that he needs to be out of jail to oversee the preparations.

The court kept the matter for hearing on January 21. Sai was arrested for allegedly raping a Surat-based woman disciple of his father between 2002 and 2005. Seven persons, including Sai and his aides were charged under sections of Indian Penal Code for rape, unnatural sex, molestation, wrongful confinement, unlawful assembly, criminal intimidation and criminal conspiracy.

The woman had accused Sai of repeated sexual assault when she was living at Asaram's ashram in Surat.

The victim's elder sister had also made similar allegation against Sai's father Asaram while she was living at an ashram on the outskirts of Ahmedabad between 1997 and 2006.

The two sisters had lodged separate complaints against Sai and Asaram for allegedly raping them.

He was arrested near the Delhi-Haryana border in December 2013 after evading law for two months following registration of the case against him.

Sai has been lodged at Lajpore Central Jail in Surat since December 2013.

Asaram is also facing trial in rape cases and lodged in a jail in Jodhpur.","surat:"
"226","After Delhi And Bihar, BJP To Get Third 'Talaq' In UP: Sitaram Yechury","                             CPI(M) general secretary Sitaram Yechury Sunday claimed that the BJP will taste another electoral defeat in the upcoming Uttar Pradesh Assembly polls.","hyderabad:"
"227","Arun Jaitley Skips Bengal Business Summit, Mamata Banerjee Talks Notes Ban","                             Last time the biggest guests at Mamata Banerjee's Bengal Global Business Summit were four from ministers from the Narendra Modi government. Assembly Elections were just four months away, but Arun Jaitley, Nitin Gadkari, Suresh Prabhu, Piyush Goel promised Bengal a bonanza.

This time, Finance Minister Arun Jaitley did not attend the summit, even though his name was number four on the invitation card to the opening session, after President Pranab Mukherjee, Governor Kesari Nath Tripathi and Mamata Banerjee, Chief Minister of West Bengal.

Given the head-on confrontation between Mamata Banerjee and PM Narendra Modi on demonetisation, no one is surprised at the turn of events.

However, the star of the show, President Pranab Mukherjee fully backed his host's bid to woo business to Bengal and sent out a message to her and to the missing guest, Arun Jaitley.

""When I was sent the invitation to attend the meet, I thought whether it will be proper to do that as President of the republic. But I felt that as India has cooperative federalism, it lays on the strength of every state. India's strength lies in cooperative federalism especially when it comes to economic development,"" he said.

Business delegations came in from 29 countries, 350 of them from Germany, South Korea, Poland and from across India.

""As businessmen I am disappointed. Last year Mr Jaitley had said India's progress depends on the states progress all together,"" said Rajeev Kaul, NICCO chairman.

Ex CII Chief (East) Ambareesh Dasgupta added ""We are focusing on those who came and not those you could not. Mr Jaitley must have had his reasons. ""

""We are facing hardship because of demonetisation and remonetisation. Come to Bengal. We are giving relief to industry,"" said Ms Banerjee.

Another little bump was a wildcat protest outside the venue on Bhangar, where two people were shot dead on Tuesday during protests over alleged land grab.

The state government has staunchly denied that the clash was over land-grab. There were barely a hundred people at the protest, but due to the emotive issue, the chief minister was not pleased. But the state BJP was, not just about the Bhangar protest by the Left but also because they had urged party top brass to skip the summit. And they had been heard.","kolkata:"
"230","Unhappy Over Election Seats, Congress Workers Vandalise Party Office In Uttarakhand","                             Congress party office in Dehradun was vandalised by party workers who were unhappy over the ticket distribution for the assembly elections in Uttarakhand.","dehradun/new delhi:"
"231","Manohar Parrikar Acting As Self-Defence Minister Of Goa: Congress' Digvijaya Singh","                             Ahead of the Goa assembly elections, scheduled for February 4, senior Congress lawmaker Digvijaya Singh took a dig at former Chief Minister Manohar Parrikar and said that he is acting as ""self-defence minister"" of Goa as his ""prestige"" is at stake. Mr Singh is camping in Goa to oversee the Congress' campaign for the Goa elections.

""This whole election has now become extremely important for Manohar Parrikar. He is fighting Goa polls as his own election, making it a prestige issue for himself,"" the veteran Congress leader told reporters in Goa.

""Parrikar is now not acting as the Defence Minister of India, but as self-defence minister of Goa,"" the Rajya Sabha member further jibed and further claimed that Mr Parrikar's credibility within the BJP is on the line.

Referring to the Goa Suraksha Manch (GSM) formed by rebel RSS member Subhash Velingkar, Mr Singh said, ""RSS has openly come out against this government and are out to defeat Parrikar-led BJP in Goa.""

Digvijaya Singh also took on the Arvind Kejriwal-led Aam Aadmi Party, which has projected former Inspector General of Prisons Elvis Gomes as their chief ministerial candidate.

""You can see the performance of the inexperienced MLAs and ministers in Delhi, where more than 50 AAP MLAs are charged with corruption, forgery and others,"" he claimed.

On January 19, the Congress party had stated that it would contest 36 of the 40 constituencies in the upcoming Goa elections. The remaining four will be left for other parties. ""This is not an alliance. This is purely a seat-sharing agreement that we are having based on winnability of candidates,"" Mr Singh had, then, said.

(with inputs from PTI)","panaji:"
"233","250 Candidates In Fray For 40 Seats In Goa Polls","                             A total 250 candidates are in fray for the upcoming Goa Assembly elections, following the scrutiny and withdrawal of nominations.

Of the 250 candidates to contest the February 4 polls for the state's 40 constituencies, 131 are from South Goa and 119 from North Goa, as per the data available with Chief Electoral Officer.

The 2012 state polls were contested by 202 candidates. There are no straight fights in any of the constituencies. The Calangute seat is expected to witness a three-corner contest among BJP, Congress and AAP.

The BJP has fielded its candidates on 36 seats and is also supporting Independent nominees in two constituencies.

The Congress is contesting on 37 seats, NCP on 16 and the MGP-GSM-Shiv Sena alliance has fielded 26 candidates.

There are two candidates from United Goans party, three from Goa Suraj Party and four from Goa Vikas party. The Aam Aadmi Party has fielded the maximum candidates - ","panaji:"
"235","ï»¿link",NA,"article"
"236","BJP Leader Asks Election Commission To Bar Mayawati's Party From Polls","                             A BJP leader has moved the Election Commission against BSP chief Mayawati accusing her of seeking votes in the name of caste and demanded that her party be debarred from contesting elections.
","lucknow:"
